gene_symbol	safety_gate	critical_tissue_flag	note
FGD4	UNKNOWN	UNKNOWN	not in local safety table
FGD5	UNKNOWN	UNKNOWN	not in local safety table
FGD5-AS1	UNKNOWN	UNKNOWN	not in local safety table
FGD6	UNKNOWN	UNKNOWN	not in local safety table
FGF1	UNKNOWN	UNKNOWN	not in local safety table
FGF10	UNKNOWN	UNKNOWN	not in local safety table
FGF11	UNKNOWN	UNKNOWN	not in local safety table
FGF12	UNKNOWN	UNKNOWN	not in local safety table
FGF13	UNKNOWN	UNKNOWN	not in local safety table
FGF14	UNKNOWN	UNKNOWN	not in local safety table
FGF16	UNKNOWN	UNKNOWN	not in local safety table
FGF17	UNKNOWN	UNKNOWN	not in local safety table
FGF18	UNKNOWN	UNKNOWN	not in local safety table
FGF19	UNKNOWN	UNKNOWN	not in local safety table
FGF2	UNKNOWN	UNKNOWN	not in local safety table
FGF20	UNKNOWN	UNKNOWN	not in local safety table
FGF21	UNKNOWN	UNKNOWN	not in local safety table
FGF22	UNKNOWN	UNKNOWN	not in local safety table
FGF23	UNKNOWN	UNKNOWN	not in local safety table
FGF3	UNKNOWN	UNKNOWN	not in local safety table
FGF4	UNKNOWN	UNKNOWN	not in local safety table
FGF5	UNKNOWN	UNKNOWN	not in local safety table
FGF6	UNKNOWN	UNKNOWN	not in local safety table
FGF7	UNKNOWN	UNKNOWN	not in local safety table
FGF7P3	UNKNOWN	UNKNOWN	not in local safety table
FGF8	UNKNOWN	UNKNOWN	not in local safety table
FGF9	UNKNOWN	UNKNOWN	not in local safety table
FGFBP1	UNKNOWN	UNKNOWN	not in local safety table
FGFBP2	UNKNOWN	UNKNOWN	not in local safety table
FGFBP3	UNKNOWN	UNKNOWN	not in local safety table
FGFBP3-AS1	UNKNOWN	UNKNOWN	not in local safety table
FGFR1	UNKNOWN	UNKNOWN	not in local safety table
FGFR1OP	UNKNOWN	UNKNOWN	not in local safety table
FGFR1OP2	UNKNOWN	UNKNOWN	not in local safety table
FGFR2	UNKNOWN	UNKNOWN	not in local safety table
FGFR3	UNKNOWN	UNKNOWN	not in local safety table
FGFR4	UNKNOWN	UNKNOWN	not in local safety table
FGFRL1	UNKNOWN	UNKNOWN	not in local safety table
FGG	UNKNOWN	UNKNOWN	not in local safety table
FGGY	UNKNOWN	UNKNOWN	not in local safety table
FGL1	UNKNOWN	UNKNOWN	not in local safety table
FGL2	UNKNOWN	UNKNOWN	not in local safety table
FGR	UNKNOWN	UNKNOWN	not in local safety table
FH	UNKNOWN	UNKNOWN	not in local safety table
FHAD1	UNKNOWN	UNKNOWN	not in local safety table
FHDC1	UNKNOWN	UNKNOWN	not in local safety table
FHIP1A	UNKNOWN	UNKNOWN	not in local safety table
FHIP1B	UNKNOWN	UNKNOWN	not in local safety table
FHIP2A	UNKNOWN	UNKNOWN	not in local safety table
FHIP2B	UNKNOWN	UNKNOWN	not in local safety table
FHIT	UNKNOWN	UNKNOWN	not in local safety table
FHL1	UNKNOWN	UNKNOWN	not in local safety table
FHL2	UNKNOWN	UNKNOWN	not in local safety table
FHL3	UNKNOWN	UNKNOWN	not in local safety table
FHL5	UNKNOWN	UNKNOWN	not in local safety table
FHOD1	UNKNOWN	UNKNOWN	not in local safety table
FHOD3	UNKNOWN	UNKNOWN	not in local safety table
FHP1	UNKNOWN	UNKNOWN	not in local safety table
FIBCD1	UNKNOWN	UNKNOWN	not in local safety table
FIBIN	UNKNOWN	UNKNOWN	not in local safety table
FIBP	UNKNOWN	UNKNOWN	not in local safety table
FICD	UNKNOWN	UNKNOWN	not in local safety table
FIG4	UNKNOWN	UNKNOWN	not in local safety table
FIGLA	UNKNOWN	UNKNOWN	not in local safety table
FIGN	UNKNOWN	UNKNOWN	not in local safety table
FIGNL1	UNKNOWN	UNKNOWN	not in local safety table
FIGNL2	UNKNOWN	UNKNOWN	not in local safety table
FIGNL2-DT	UNKNOWN	UNKNOWN	not in local safety table
FILIP1	UNKNOWN	UNKNOWN	not in local safety table
FILIP1L	UNKNOWN	UNKNOWN	not in local safety table
FIP1L1	UNKNOWN	UNKNOWN	not in local safety table
FIRRE	UNKNOWN	UNKNOWN	not in local safety table
FIRRM	UNKNOWN	UNKNOWN	not in local safety table
FIS1	UNKNOWN	UNKNOWN	not in local safety table
FITM1	UNKNOWN	UNKNOWN	not in local safety table
FITM2	UNKNOWN	UNKNOWN	not in local safety table
FIZ1	UNKNOWN	UNKNOWN	not in local safety table
FJX1	UNKNOWN	UNKNOWN	not in local safety table
FKBP10	UNKNOWN	UNKNOWN	not in local safety table
FKBP11	UNKNOWN	UNKNOWN	not in local safety table
FKBP14	UNKNOWN	UNKNOWN	not in local safety table
FKBP15	UNKNOWN	UNKNOWN	not in local safety table
FKBP1A	UNKNOWN	UNKNOWN	not in local safety table
FKBP1B	UNKNOWN	UNKNOWN	not in local safety table
FKBP1C	UNKNOWN	UNKNOWN	not in local safety table
FKBP2	UNKNOWN	UNKNOWN	not in local safety table
FKBP3	UNKNOWN	UNKNOWN	not in local safety table
FKBP4	UNKNOWN	UNKNOWN	not in local safety table
FKBP5	UNKNOWN	UNKNOWN	not in local safety table
FKBP6	UNKNOWN	UNKNOWN	not in local safety table
FKBP7	UNKNOWN	UNKNOWN	not in local safety table
FKBP8	UNKNOWN	UNKNOWN	not in local safety table
FKBP9	UNKNOWN	UNKNOWN	not in local safety table
FKBP9P1	UNKNOWN	UNKNOWN	not in local safety table
FKBPL	UNKNOWN	UNKNOWN	not in local safety table
FKRP	UNKNOWN	UNKNOWN	not in local safety table
FKTN	UNKNOWN	UNKNOWN	not in local safety table
FKTN-AS1	UNKNOWN	UNKNOWN	not in local safety table
FLACC1	UNKNOWN	UNKNOWN	not in local safety table
FLAD1	UNKNOWN	UNKNOWN	not in local safety table
FLCN	UNKNOWN	UNKNOWN	not in local safety table
FLG	UNKNOWN	UNKNOWN	not in local safety table
FLG2	UNKNOWN	UNKNOWN	not in local safety table
FLI1	UNKNOWN	UNKNOWN	not in local safety table
FLII	UNKNOWN	UNKNOWN	not in local safety table
FLJ11710	UNKNOWN	UNKNOWN	not in local safety table
FLJ13224	UNKNOWN	UNKNOWN	not in local safety table
FLJ16171	UNKNOWN	UNKNOWN	not in local safety table
FLJ16734	UNKNOWN	UNKNOWN	not in local safety table
FLJ20712	UNKNOWN	UNKNOWN	not in local safety table
FLJ25758	UNKNOWN	UNKNOWN	not in local safety table
FLJ26850	UNKNOWN	UNKNOWN	not in local safety table
FLJ30064	UNKNOWN	UNKNOWN	not in local safety table
FLJ30679	UNKNOWN	UNKNOWN	not in local safety table
FLJ31713	UNKNOWN	UNKNOWN	not in local safety table
FLJ32154	UNKNOWN	UNKNOWN	not in local safety table
FLJ32742	UNKNOWN	UNKNOWN	not in local safety table
FLJ33360	UNKNOWN	UNKNOWN	not in local safety table
FLJ33534	UNKNOWN	UNKNOWN	not in local safety table
FLJ34503	UNKNOWN	UNKNOWN	not in local safety table
FLJ35816	UNKNOWN	UNKNOWN	not in local safety table
FLJ35934	UNKNOWN	UNKNOWN	not in local safety table
FLJ36000	UNKNOWN	UNKNOWN	not in local safety table
FLJ36840	UNKNOWN	UNKNOWN	not in local safety table
FLJ37035	UNKNOWN	UNKNOWN	not in local safety table
FLJ37201	UNKNOWN	UNKNOWN	not in local safety table
FLJ37453	UNKNOWN	UNKNOWN	not in local safety table
FLJ37786	UNKNOWN	UNKNOWN	not in local safety table
FLJ38576	UNKNOWN	UNKNOWN	not in local safety table
FLJ38773	UNKNOWN	UNKNOWN	not in local safety table
FLJ40194	UNKNOWN	UNKNOWN	not in local safety table
FLJ40288	UNKNOWN	UNKNOWN	not in local safety table
FLJ40536	UNKNOWN	UNKNOWN	not in local safety table
FLJ41327	UNKNOWN	UNKNOWN	not in local safety table
FLJ42102	UNKNOWN	UNKNOWN	not in local safety table
FLJ42220	UNKNOWN	UNKNOWN	not in local safety table
FLJ42258	UNKNOWN	UNKNOWN	not in local safety table
FLJ42393	UNKNOWN	UNKNOWN	not in local safety table
FLJ42627	UNKNOWN	UNKNOWN	not in local safety table
FLJ43879	UNKNOWN	UNKNOWN	not in local safety table
FLJ44385	UNKNOWN	UNKNOWN	not in local safety table
FLJ44477	UNKNOWN	UNKNOWN	not in local safety table
FLJ44635	UNKNOWN	UNKNOWN	not in local safety table
FLJ44674	UNKNOWN	UNKNOWN	not in local safety table
FLJ44874	UNKNOWN	UNKNOWN	not in local safety table
FLJ44896	UNKNOWN	UNKNOWN	not in local safety table
FLJ45079	UNKNOWN	UNKNOWN	not in local safety table
FLJ45950	UNKNOWN	UNKNOWN	not in local safety table
FLJ46284	UNKNOWN	UNKNOWN	not in local safety table
FLJ46365	UNKNOWN	UNKNOWN	not in local safety table
FLJ46838	UNKNOWN	UNKNOWN	not in local safety table
FLJ90680	UNKNOWN	UNKNOWN	not in local safety table
FLNA	UNKNOWN	UNKNOWN	not in local safety table
FLNB	UNKNOWN	UNKNOWN	not in local safety table
FLNB-AS1	UNKNOWN	UNKNOWN	not in local safety table
FLNC	UNKNOWN	UNKNOWN	not in local safety table
FLNC-AS1	UNKNOWN	UNKNOWN	not in local safety table
FLOT1	UNKNOWN	UNKNOWN	not in local safety table
FLOT2	UNKNOWN	UNKNOWN	not in local safety table
FLRT1	UNKNOWN	UNKNOWN	not in local safety table
FLRT2	UNKNOWN	UNKNOWN	not in local safety table
FLRT2-AS1	UNKNOWN	UNKNOWN	not in local safety table
FLRT3	UNKNOWN	UNKNOWN	not in local safety table
FLT1	REVIEW_REQUIRED	vascular_development	VEGF receptor family; safety review required
FLT3	UNKNOWN	UNKNOWN	not in local safety table
FLT3LG	UNKNOWN	UNKNOWN	not in local safety table
FLT4	UNKNOWN	UNKNOWN	not in local safety table
FLVCR1	UNKNOWN	UNKNOWN	not in local safety table
FLVCR1-AS1	UNKNOWN	UNKNOWN	not in local safety table
FLVCR1-DT	UNKNOWN	UNKNOWN	not in local safety table
FLVCR2	UNKNOWN	UNKNOWN	not in local safety table
FLYWCH1	UNKNOWN	UNKNOWN	not in local safety table
FLYWCH2	UNKNOWN	UNKNOWN	not in local safety table
FMC1	UNKNOWN	UNKNOWN	not in local safety table
FMN1	UNKNOWN	UNKNOWN	not in local safety table
FMN2	UNKNOWN	UNKNOWN	not in local safety table
FMNL1	UNKNOWN	UNKNOWN	not in local safety table
FMNL1-AS1	UNKNOWN	UNKNOWN	not in local safety table
FMNL2	UNKNOWN	UNKNOWN	not in local safety table
FMNL3	UNKNOWN	UNKNOWN	not in local safety table
FMO1	UNKNOWN	UNKNOWN	not in local safety table
FMO2	UNKNOWN	UNKNOWN	not in local safety table
FMO3	UNKNOWN	UNKNOWN	not in local safety table
FMO4	UNKNOWN	UNKNOWN	not in local safety table
FMO5	UNKNOWN	UNKNOWN	not in local safety table
FMO6P	UNKNOWN	UNKNOWN	not in local safety table
FMO9P	UNKNOWN	UNKNOWN	not in local safety table
FMOD	UNKNOWN	UNKNOWN	not in local safety table
FMR1	UNKNOWN	UNKNOWN	not in local safety table
FMR1NB	UNKNOWN	UNKNOWN	not in local safety table
FN1	UNKNOWN	UNKNOWN	not in local safety table
FN3K	UNKNOWN	UNKNOWN	not in local safety table
FN3KRP	UNKNOWN	UNKNOWN	not in local safety table
FNBP1	UNKNOWN	UNKNOWN	not in local safety table
FNBP1L	UNKNOWN	UNKNOWN	not in local safety table
FNBP4	UNKNOWN	UNKNOWN	not in local safety table
FNDC1	UNKNOWN	UNKNOWN	not in local safety table
FNDC10	UNKNOWN	UNKNOWN	not in local safety table
FNDC11	UNKNOWN	UNKNOWN	not in local safety table
FNDC3A	UNKNOWN	UNKNOWN	not in local safety table
FNDC3B	UNKNOWN	UNKNOWN	not in local safety table
FNDC4	UNKNOWN	UNKNOWN	not in local safety table
FNDC5	UNKNOWN	UNKNOWN	not in local safety table
FNDC7	UNKNOWN	UNKNOWN	not in local safety table
FNDC8	UNKNOWN	UNKNOWN	not in local safety table
FNDC9	UNKNOWN	UNKNOWN	not in local safety table
FNIP1	UNKNOWN	UNKNOWN	not in local safety table
FNIP2	UNKNOWN	UNKNOWN	not in local safety table
FNTA	UNKNOWN	UNKNOWN	not in local safety table
FNTB	UNKNOWN	UNKNOWN	not in local safety table
FOCAD	UNKNOWN	UNKNOWN	not in local safety table
FOLH1	UNKNOWN	UNKNOWN	not in local safety table
FOLR1	UNKNOWN	UNKNOWN	not in local safety table
FOLR2	UNKNOWN	UNKNOWN	not in local safety table
FOLR3	UNKNOWN	UNKNOWN	not in local safety table
FOPNL	UNKNOWN	UNKNOWN	not in local safety table
FOS	UNKNOWN	UNKNOWN	not in local safety table
FOSB	UNKNOWN	UNKNOWN	not in local safety table
FOSL1	UNKNOWN	UNKNOWN	not in local safety table
FOSL2	UNKNOWN	UNKNOWN	not in local safety table
FOSL2-AS1	UNKNOWN	UNKNOWN	not in local safety table
FOXA1	UNKNOWN	UNKNOWN	not in local safety table
FOXA2	UNKNOWN	UNKNOWN	not in local safety table
FOXA3	UNKNOWN	UNKNOWN	not in local safety table
FOXB1	UNKNOWN	UNKNOWN	not in local safety table
FOXB2	UNKNOWN	UNKNOWN	not in local safety table
FOXC1	UNKNOWN	UNKNOWN	not in local safety table
FOXC2	UNKNOWN	UNKNOWN	not in local safety table
FOXD1	UNKNOWN	UNKNOWN	not in local safety table
FOXD2	UNKNOWN	UNKNOWN	not in local safety table
FOXD2-AS1	UNKNOWN	UNKNOWN	not in local safety table
FOXD3	UNKNOWN	UNKNOWN	not in local safety table
FOXD4	UNKNOWN	UNKNOWN	not in local safety table
FOXD4L1	UNKNOWN	UNKNOWN	not in local safety table
FOXD4L4	UNKNOWN	UNKNOWN	not in local safety table
FOXE1	UNKNOWN	UNKNOWN	not in local safety table
FOXE3	UNKNOWN	UNKNOWN	not in local safety table
FOXF1	UNKNOWN	UNKNOWN	not in local safety table
FOXF2	UNKNOWN	UNKNOWN	not in local safety table
FOXG1	UNKNOWN	UNKNOWN	not in local safety table
FOXH1	UNKNOWN	UNKNOWN	not in local safety table
FOXI1	UNKNOWN	UNKNOWN	not in local safety table
FOXI2	UNKNOWN	UNKNOWN	not in local safety table
FOXJ1	UNKNOWN	UNKNOWN	not in local safety table
FOXJ2	UNKNOWN	UNKNOWN	not in local safety table
FOXJ3	UNKNOWN	UNKNOWN	not in local safety table
FOXK1	UNKNOWN	UNKNOWN	not in local safety table
FOXK2	UNKNOWN	UNKNOWN	not in local safety table
FOXL1	UNKNOWN	UNKNOWN	not in local safety table
FOXL2	UNKNOWN	UNKNOWN	not in local safety table
FOXM1	UNKNOWN	UNKNOWN	not in local safety table
FOXN1	UNKNOWN	UNKNOWN	not in local safety table
FOXN2	UNKNOWN	UNKNOWN	not in local safety table
FOXN3	UNKNOWN	UNKNOWN	not in local safety table
FOXN3-AS1	UNKNOWN	UNKNOWN	not in local safety table
FOXN3-AS2	UNKNOWN	UNKNOWN	not in local safety table
FOXN4	UNKNOWN	UNKNOWN	not in local safety table
FOXO1	UNKNOWN	UNKNOWN	not in local safety table
FOXO3	UNKNOWN	UNKNOWN	not in local safety table
FOXO3B	UNKNOWN	UNKNOWN	not in local safety table
FOXO4	UNKNOWN	UNKNOWN	not in local safety table
FOXO6	UNKNOWN	UNKNOWN	not in local safety table
FOXP1	UNKNOWN	UNKNOWN	not in local safety table
FOXP2	UNKNOWN	UNKNOWN	not in local safety table
FOXP3	UNKNOWN	UNKNOWN	not in local safety table
FOXP4	UNKNOWN	UNKNOWN	not in local safety table
FOXQ1	UNKNOWN	UNKNOWN	not in local safety table
FOXR1	UNKNOWN	UNKNOWN	not in local safety table
FOXR2	UNKNOWN	UNKNOWN	not in local safety table
FOXRED1	UNKNOWN	UNKNOWN	not in local safety table
FOXRED2	UNKNOWN	UNKNOWN	not in local safety table
FOXS1	UNKNOWN	UNKNOWN	not in local safety table
FP248	UNKNOWN	UNKNOWN	not in local safety table
FPGS	UNKNOWN	UNKNOWN	not in local safety table
FPGT	UNKNOWN	UNKNOWN	not in local safety table
FPR1	UNKNOWN	UNKNOWN	not in local safety table
FPR2	UNKNOWN	UNKNOWN	not in local safety table
FPR3	UNKNOWN	UNKNOWN	not in local safety table
FRA10AC1	UNKNOWN	UNKNOWN	not in local safety table
FRAS1	UNKNOWN	UNKNOWN	not in local safety table
FRAT1	UNKNOWN	UNKNOWN	not in local safety table
FRAT2	UNKNOWN	UNKNOWN	not in local safety table
FREM1	UNKNOWN	UNKNOWN	not in local safety table
FREM2	UNKNOWN	UNKNOWN	not in local safety table
FREM3	UNKNOWN	UNKNOWN	not in local safety table
FREY1	UNKNOWN	UNKNOWN	not in local safety table
FRG1	UNKNOWN	UNKNOWN	not in local safety table
FRG1BP	UNKNOWN	UNKNOWN	not in local safety table
FRG1HP	UNKNOWN	UNKNOWN	not in local safety table
FRG2C	UNKNOWN	UNKNOWN	not in local safety table
FRK	UNKNOWN	UNKNOWN	not in local safety table
FRMD1	UNKNOWN	UNKNOWN	not in local safety table
FRMD3	UNKNOWN	UNKNOWN	not in local safety table
FRMD3-AS1	UNKNOWN	UNKNOWN	not in local safety table
FRMD4A	UNKNOWN	UNKNOWN	not in local safety table
FRMD4B	UNKNOWN	UNKNOWN	not in local safety table
FRMD5	UNKNOWN	UNKNOWN	not in local safety table
FRMD6	UNKNOWN	UNKNOWN	not in local safety table
FRMD6-AS2	UNKNOWN	UNKNOWN	not in local safety table
FRMD7	UNKNOWN	UNKNOWN	not in local safety table
FRMD8	UNKNOWN	UNKNOWN	not in local safety table
FRMD8P1	UNKNOWN	UNKNOWN	not in local safety table
FRMPD1	UNKNOWN	UNKNOWN	not in local safety table
FRMPD2	UNKNOWN	UNKNOWN	not in local safety table
FRMPD3	UNKNOWN	UNKNOWN	not in local safety table
FRMPD4	UNKNOWN	UNKNOWN	not in local safety table
FRRS1	UNKNOWN	UNKNOWN	not in local safety table
FRRS1L	UNKNOWN	UNKNOWN	not in local safety table
FRS2	UNKNOWN	UNKNOWN	not in local safety table
FRS3	UNKNOWN	UNKNOWN	not in local safety table
FRY	UNKNOWN	UNKNOWN	not in local safety table
FRYL	UNKNOWN	UNKNOWN	not in local safety table
FRZB	UNKNOWN	UNKNOWN	not in local safety table
FSAF1	UNKNOWN	UNKNOWN	not in local safety table
FSBP	UNKNOWN	UNKNOWN	not in local safety table
FSCB	UNKNOWN	UNKNOWN	not in local safety table
FSCN1	UNKNOWN	UNKNOWN	not in local safety table
FSCN2	UNKNOWN	UNKNOWN	not in local safety table
FSCN3	UNKNOWN	UNKNOWN	not in local safety table
FSD1	UNKNOWN	UNKNOWN	not in local safety table
FSD1L	UNKNOWN	UNKNOWN	not in local safety table
FSD2	UNKNOWN	UNKNOWN	not in local safety table
FSHB	UNKNOWN	UNKNOWN	not in local safety table
FSHR	UNKNOWN	UNKNOWN	not in local safety table
FSIP1	UNKNOWN	UNKNOWN	not in local safety table
FSIP2	UNKNOWN	UNKNOWN	not in local safety table
FSIP2-AS1	UNKNOWN	UNKNOWN	not in local safety table
FST	UNKNOWN	UNKNOWN	not in local safety table
FSTL1	UNKNOWN	UNKNOWN	not in local safety table
FSTL3	UNKNOWN	UNKNOWN	not in local safety table
FSTL4	UNKNOWN	UNKNOWN	not in local safety table
FSTL5	UNKNOWN	UNKNOWN	not in local safety table
FTCD	UNKNOWN	UNKNOWN	not in local safety table
FTCDNL1	UNKNOWN	UNKNOWN	not in local safety table
FTH1	UNKNOWN	UNKNOWN	not in local safety table
FTH1P10	UNKNOWN	UNKNOWN	not in local safety table
FTH1P18	UNKNOWN	UNKNOWN	not in local safety table
FTH1P2	UNKNOWN	UNKNOWN	not in local safety table
FTH1P3	UNKNOWN	UNKNOWN	not in local safety table
FTH1P5	UNKNOWN	UNKNOWN	not in local safety table
FTHL17	UNKNOWN	UNKNOWN	not in local safety table
FTL	UNKNOWN	UNKNOWN	not in local safety table
FTLP12	UNKNOWN	UNKNOWN	not in local safety table
FTMT	UNKNOWN	UNKNOWN	not in local safety table
FTO	UNKNOWN	UNKNOWN	not in local safety table
FTSJ1	UNKNOWN	UNKNOWN	not in local safety table
FTSJ3	UNKNOWN	UNKNOWN	not in local safety table
FTX	UNKNOWN	UNKNOWN	not in local safety table
FUBP1	UNKNOWN	UNKNOWN	not in local safety table
FUBP3	UNKNOWN	UNKNOWN	not in local safety table
FUCA1	UNKNOWN	UNKNOWN	not in local safety table
FUCA2	UNKNOWN	UNKNOWN	not in local safety table
FUK	UNKNOWN	UNKNOWN	not in local safety table
FUNDC1	UNKNOWN	UNKNOWN	not in local safety table
FUNDC2	UNKNOWN	UNKNOWN	not in local safety table
FUNDC2P2	UNKNOWN	UNKNOWN	not in local safety table
FUOM	UNKNOWN	UNKNOWN	not in local safety table
FURIN	UNKNOWN	UNKNOWN	not in local safety table
FUS	UNKNOWN	UNKNOWN	not in local safety table
FUT1	UNKNOWN	UNKNOWN	not in local safety table
FUT10	UNKNOWN	UNKNOWN	not in local safety table
FUT11	UNKNOWN	UNKNOWN	not in local safety table
FUT2	UNKNOWN	UNKNOWN	not in local safety table
FUT3	UNKNOWN	UNKNOWN	not in local safety table
FUT4	UNKNOWN	UNKNOWN	not in local safety table
FUT5	UNKNOWN	UNKNOWN	not in local safety table
FUT6	UNKNOWN	UNKNOWN	not in local safety table
FUT7	UNKNOWN	UNKNOWN	not in local safety table
FUT8	UNKNOWN	UNKNOWN	not in local safety table
FUT9	UNKNOWN	UNKNOWN	not in local safety table
FUZ	UNKNOWN	UNKNOWN	not in local safety table
FXN	UNKNOWN	UNKNOWN	not in local safety table
FXR1	UNKNOWN	UNKNOWN	not in local safety table
FXR2	UNKNOWN	UNKNOWN	not in local safety table
FXYD1	UNKNOWN	UNKNOWN	not in local safety table
FXYD2	UNKNOWN	UNKNOWN	not in local safety table
FXYD3	UNKNOWN	UNKNOWN	not in local safety table
FXYD4	UNKNOWN	UNKNOWN	not in local safety table
FXYD5	UNKNOWN	UNKNOWN	not in local safety table
FXYD6	UNKNOWN	UNKNOWN	not in local safety table
FXYD7	UNKNOWN	UNKNOWN	not in local safety table
FYB	UNKNOWN	UNKNOWN	not in local safety table
FYB1	UNKNOWN	UNKNOWN	not in local safety table
FYCO1	UNKNOWN	UNKNOWN	not in local safety table
FYN	UNKNOWN	UNKNOWN	not in local safety table
FYTTD1	UNKNOWN	UNKNOWN	not in local safety table
FZD1	UNKNOWN	UNKNOWN	not in local safety table
FZD10	UNKNOWN	UNKNOWN	not in local safety table
FZD2	UNKNOWN	UNKNOWN	not in local safety table
FZD3	UNKNOWN	UNKNOWN	not in local safety table
FZD4	UNKNOWN	UNKNOWN	not in local safety table
FZD4-DT	UNKNOWN	UNKNOWN	not in local safety table
FZD5	UNKNOWN	UNKNOWN	not in local safety table
FZD6	UNKNOWN	UNKNOWN	not in local safety table
FZD7	UNKNOWN	UNKNOWN	not in local safety table
FZD8	UNKNOWN	UNKNOWN	not in local safety table
FZD9	UNKNOWN	UNKNOWN	not in local safety table
FZR1	UNKNOWN	UNKNOWN	not in local safety table
G0S2	UNKNOWN	UNKNOWN	not in local safety table
G2E3	UNKNOWN	UNKNOWN	not in local safety table
G3BP1	UNKNOWN	UNKNOWN	not in local safety table
G3BP1P1	UNKNOWN	UNKNOWN	not in local safety table
G3BP2	UNKNOWN	UNKNOWN	not in local safety table
G6PC	UNKNOWN	UNKNOWN	not in local safety table
G6PC1	UNKNOWN	UNKNOWN	not in local safety table
G6PC2	UNKNOWN	UNKNOWN	not in local safety table
G6PC3	UNKNOWN	UNKNOWN	not in local safety table
G6PD	UNKNOWN	UNKNOWN	not in local safety table
GAA	UNKNOWN	UNKNOWN	not in local safety table
GAB1	UNKNOWN	UNKNOWN	not in local safety table
GAB2	UNKNOWN	UNKNOWN	not in local safety table
GAB3	UNKNOWN	UNKNOWN	not in local safety table
GAB4	UNKNOWN	UNKNOWN	not in local safety table
GABARAP	UNKNOWN	UNKNOWN	not in local safety table
GABARAPL1	UNKNOWN	UNKNOWN	not in local safety table
GABARAPL2	UNKNOWN	UNKNOWN	not in local safety table
GABARAPL3	UNKNOWN	UNKNOWN	not in local safety table
GABBR1	UNKNOWN	UNKNOWN	not in local safety table
GABBR2	UNKNOWN	UNKNOWN	not in local safety table
GABPA	UNKNOWN	UNKNOWN	not in local safety table
GABPB1	UNKNOWN	UNKNOWN	not in local safety table
GABPB1-IT1	UNKNOWN	UNKNOWN	not in local safety table
GABPB2	UNKNOWN	UNKNOWN	not in local safety table
GABRA1	UNKNOWN	UNKNOWN	not in local safety table
GABRA2	UNKNOWN	UNKNOWN	not in local safety table
GABRA3	UNKNOWN	UNKNOWN	not in local safety table
GABRA4	UNKNOWN	UNKNOWN	not in local safety table
GABRA5	UNKNOWN	UNKNOWN	not in local safety table
GABRA6	UNKNOWN	UNKNOWN	not in local safety table
GABRB1	UNKNOWN	UNKNOWN	not in local safety table
GABRB2	UNKNOWN	UNKNOWN	not in local safety table
GABRB3	UNKNOWN	UNKNOWN	not in local safety table
GABRD	UNKNOWN	UNKNOWN	not in local safety table
GABRE	UNKNOWN	UNKNOWN	not in local safety table
GABRG1	UNKNOWN	UNKNOWN	not in local safety table
GABRG2	UNKNOWN	UNKNOWN	not in local safety table
GABRG3	UNKNOWN	UNKNOWN	not in local safety table
GABRP	UNKNOWN	UNKNOWN	not in local safety table
GABRQ	UNKNOWN	UNKNOWN	not in local safety table
GABRR1	UNKNOWN	UNKNOWN	not in local safety table
GABRR2	UNKNOWN	UNKNOWN	not in local safety table
