gene_symbol	logFC	p_value	adj_p_value	direction
ACTN1	12973.3333333333	0.00885417925086975	0.0689584313420679	up
PAK1	211	0.00886047035194208	0.0689773724175143	up
RCN2	-324	0.00888592165275798	0.0691453912152356	down
ATF7	-113.666666666667	0.00892986908751838	0.0694571279679302	down
H2AC13	-1780.33333333333	0.00894378903839754	0.0694749113798503	down
FHIT	-10.6666666666667	0.00894684975471525	0.0694749113798503	down
RPSAP47	-43.3333333333333	0.00894725964617919	0.0694749113798503	down
MED4	-405.666666666667	0.0089477031440313	0.0694749113798503	down
LMF2	467.666666666667	0.00895499166237199	0.0695013117556392	up
SLC38A5	354	0.00896023125211649	0.06951179401056	up
NIPAL3	209.333333333333	0.0089718243398011	0.0695715350323665	up
HAS3	32.6666666666667	0.00899676993752741	0.0697347206692823	up
TSC1	-814.666666666668	0.00900488257275646	0.0697673476833329	down
MAGT1	1288.66666666667	0.00902396548765719	0.0698567151196391	up
LNPK	153	0.00902423381510835	0.0698567151196391	up
NCR3LG1	92	0.00903948125659877	0.0699444536711889	up
STAT6	2834	0.00906164240351613	0.0700528224282145	up
SCARF2	-192.666666666667	0.00906189601907523	0.0700528224282145	down
IGF1R	-2140.33333333334	0.00906530088071901	0.0700528224282145	down
ZDBF2	-264.333333333333	0.00907472094909271	0.0700528224282145	down
CREB3	691	0.00907493751724171	0.0700528224282145	up
PRKCH	-972.333333333334	0.00907700216760349	0.0700528224282145	down
EGLN2	-25.3333333333334	0.00908145415588968	0.0700569320597204	down
ZNF559	-42.3333333333334	0.00908912790659978	0.0700759725237094	down
AKNA	-240.666666666667	0.00909583902500451	0.0700759725237094	down
CD53	73	0.00909693009920604	0.0700759725237094	up
NOVA1	-51	0.00909960457802001	0.0700759725237094	down
PCSK5	-168.666666666667	0.0091103153197033	0.0701282411819022	down
MRPL34	113.666666666667	0.00912397906659523	0.0701805742953013	up
TMEM39B	-355.666666666667	0.00912496669252995	0.0701805742953013	down
CKAP2	-1031	0.0091480408429452	0.070327777215829	down
RECQL	1331.33333333333	0.00916320582173074	0.0704044263265799	up
SNX30	-87.3333333333334	0.00916677048849001	0.0704044263265799	down
PCDH17	-36	0.00917227421483671	0.0704044263265799	down
MYDGF	1790.66666666667	0.00917423850113659	0.0704044263265799	up
THOC3	-200	0.00917770579282372	0.0704044263265799	down
RBM8A	-629.666666666667	0.00918474003122075	0.0704076358960413	down
RNASEH1	-39	0.0091869513053222	0.0704076358960413	down
SORT1	-310.333333333333	0.0091899415097608	0.0704076358960413	down
ADAMTS7	-1073.33333333333	0.00920718677035436	0.0704975829390742	down
NFIB	-2961	0.00920957011092863	0.0704975829390742	down
PCAT19	-55.6666666666667	0.00921453872140554	0.070505421706508	down
SRPRA	1835.33333333333	0.0092555369512885	0.0707888179149896	up
PAX8-AS1	20.6666666666667	0.00926781012907692	0.0708523687968866	up
TGIF2	-79.3333333333334	0.00930497576046284	0.0711060866791419	down
H2BC4	-5888.66666666667	0.00932158164442203	0.0711921603192186	down
C9orf85	-81	0.00932420539931134	0.0711921603192186	down
ZHX2	-266	0.00933249099603978	0.071224997465079	down
WDR89	-38	0.00934492772241268	0.0712894742255247	down
MGST3	1810	0.00935013121609895	0.0712987394865839	up
DIRAS3	22	0.00936610597816687	0.0713536447916985	up
ELMO3	-28	0.00937258842960231	0.0713536447916985	down
CDKL1	146.333333333333	0.00937316629650015	0.0713536447916985	up
EEA1	1844.33333333333	0.00937329965149984	0.0713536447916985	up
TOLLIP	276.666666666667	0.00939039741036031	0.0714391236110897	up
DOCK7	1103	0.00939252212633215	0.0714391236110897	up
RFPL4A	57	0.00941129428753604	0.0715514564421179	up
PRR11	-964.666666666667	0.00943022696474405	0.0716649135917666	down
MRM1	-22.3333333333333	0.00945172545104137	0.0717977648584417	down
CDH12	22.6666666666667	0.00945952402328925	0.0718264793510077	up
CDK19	-200.666666666667	0.00947798864856848	0.0719361227620013	down
MICOS13	196.666666666667	0.00948255058435679	0.0719401991276712	up
PRPSAP2	-227.333333333333	0.0094921291978317	0.0719823153508884	down
BTBD10	816.666666666667	0.00950178368670139	0.0720249709991945	up
MAPT	24.6666666666667	0.00952819203635607	0.0721945334708895	up
RGS12	-504.333333333334	0.00954038543829275	0.0722354492066031	down
TMEM259	1677.33333333333	0.00955304195861224	0.0722354492066031	up
ATM	2043.33333333333	0.00955385955225052	0.0722354492066031	up
CES2	371.666666666667	0.00955525771607721	0.0722354492066031	up
RAPSN	-9.33333333333334	0.00956062661290778	0.0722354492066031	down
C21orf91	-16.3333333333333	0.00956381586581077	0.0722354492066031	down
NFATC2	-348.666666666667	0.00956505360522082	0.0722354492066031	down
RREB1	-343.333333333334	0.00956603583783979	0.0722354492066031	down
DCAF16	-216	0.00956996440199374	0.0722354492066031	down
RPAIN	-610.333333333334	0.00957818072376221	0.0722669490318808	down
BAIAP2L1	43	0.00959049541831713	0.0723293312687765	up
OBI1	-187.666666666667	0.00960262890050365	0.0723702623504298	down
ZSCAN20	-55.6666666666667	0.00960402049318673	0.0723702623504298	down
ATF6B	-740.333333333334	0.0096374101877288	0.0725912640941696	down
KIF5A	164.333333333333	0.00965011925420308	0.0726563738625214	up
BTBD2	1578.66666666667	0.00966878112238503	0.0727607372046946	up
HHIP	-11954	0.00967212216618297	0.0727607372046946	down
ZBTB9	-44.6666666666667	0.00968603882400189	0.0728347740598274	down
TRAIP	-106.666666666667	0.00971396375138469	0.0729996774606197	down
PITHD1	-285.333333333333	0.00971966671809475	0.0729996774606197	down
SLC48A1	102.666666666667	0.00972176646970281	0.0729996774606197	up
PAIP2	-536	0.00972430524973343	0.0729996774606197	down
ADAMTS3	-18.6666666666667	0.00974082245579962	0.0730622998636015	down
OGDHL	-18.6666666666667	0.00974082245579962	0.0730622998636015	down
LINC02454	-10.3333333333333	0.00975210781144533	0.0731004963666149	down
NLRX1	343.666666666667	0.00975409442958356	0.0731004963666149	up
VPS9D1	103	0.00976158103675607	0.0731259427707368	up
EIF3L	-3442.66666666667	0.00977095941591105	0.0731655335567633	down
HNRNPA0	-1008.66666666667	0.00978530525488443	0.0732422722469867	down
ZNF263	-43.6666666666667	0.00979331907358443	0.0732715718381114	down
RNASEH2C	550.333333333333	0.0098091518661561	0.0733593223663908	up
CAV2	585.666666666667	0.00981796448914397	0.0733945199828353	up
RPL36AP37	-80.6666666666667	0.0098226114167028	0.0733985603938737	down
REPS2	-117	0.00984512209552766	0.0735360268848564	down
GMNN	-235.333333333333	0.00985917306866988	0.0735644885418784	down
VAMP2	-41.6666666666667	0.00985985412232646	0.0735644885418784	down
SPRED1	734.666666666667	0.0098616271870589	0.0735644885418784	up
MMRN2	3236	0.00986945010783514	0.0735644885418784	up
AKR1E2	57	0.0098695112187213	0.0735644885418784	up
ZNF362	-320	0.00987606078819173	0.0735826221459521	down
ZC3H12A	56.6666666666667	0.00988411810812871	0.0736119696102886	up
MTNAP1	-216	0.00988871819664871	0.0736155556213657	down
EXT1	1985.66666666667	0.00989904021939314	0.0736334096092194	up
ME1	527.333333333333	0.00989935567253857	0.0736334096092194	up
ST3GAL6	464	0.00992559850767396	0.0737371156611862	up
STIM2	-93.6666666666668	0.00992561204038478	0.0737371156611862	down
KCNF1	-17.3333333333333	0.00992567417930032	0.0737371156611862	down
FOXM1	-1165.66666666667	0.0099394031176732	0.0738030571111398	down
LRRC2	23.3333333333333	0.00995054560732154	0.0738030571111398	up
INPP5J	16.6666666666667	0.00995346678618847	0.0738030571111398	up
ESYT1	12389	0.00995621780838604	0.0738030571111398	up
PLEKHA2	-44.6666666666667	0.00995931940421496	0.0738030571111398	down
PHYKPL	-158.333333333333	0.0099619137920817	0.0738030571111398	down
CENPF	-1465	0.0099634540007374	0.0738030571111398	down
SIRPA	-1818.66666666667	0.00999461387756511	0.0739567344854944	down
ZNF587B	-254	0.00999605906261966	0.0739567344854944	down
ZNF805	314.666666666667	0.00999661354576225	0.0739567344854944	up
ANKIB1	1213.33333333333	0.0100051528111743	0.0739606218700118	up
BASP1	-525.666666666667	0.0100077058061568	0.0739606218700118	down
ULBP3	-144.333333333333	0.0100095526632851	0.0739606218700118	down
BCL3	224.666666666667	0.0100341249970713	0.0741115496684516	up
CCDC97	156.666666666667	0.0100440003589815	0.0741142093583108	up
OSBPL8	1465.66666666667	0.0100475399606093	0.0741142093583108	up
PRKAR2A	-896.333333333334	0.0100498020611803	0.0741142093583108	down
ARHGEF25	99.6666666666667	0.0100510710240878	0.0741142093583108	up
CEP55	-358.333333333334	0.0100609532820057	0.0741564861701316	down
LRFN1	-27.3333333333333	0.0100673120355684	0.0741727680642003	down
EGFL7	-1341.66666666667	0.0100745734974389	0.074195684669643	down
MLF1	-44	0.0101001845407395	0.0743536649428242	down
KDELR1	4044.33333333333	0.0101157584104999	0.0744376557551567	up
IFI6	586	0.0101213825379045	0.0744483915565867	up
RFC5	-319.666666666667	0.0101466670337429	0.0746036719708437	down
GNAZ	45.3333333333333	0.0101530239724406	0.0746197164816624	up
EXO1	-284	0.0101767897265588	0.0747097051403436	down
IQCE	394.666666666667	0.0101772508970513	0.0747097051403436	up
SLC6A9	37.3333333333333	0.0101796334163586	0.0747097051403436	up
NUP214	-1929.33333333333	0.0101819873403758	0.0747097051403436	down
ARSD	-115	0.0102038682106327	0.0748395323745786	down
ANO8	120	0.0102104566652815	0.0748571379964078	up
RTN4RL2	-17.6666666666667	0.0102241021851133	0.0749023192423408	down
CDK14	489.333333333333	0.0102250005008007	0.0749023192423408	up
IGFBP3	-36.6666666666667	0.0102561120885233	0.0750994459116205	down
PALLD	1180	0.0102945655000077	0.0753501489546022	up
POLI	164.333333333333	0.0102998736455656	0.0753581422598603	up
DUT	-367.333333333334	0.0103061011927652	0.0753728529948793	down
FBXL7	-243.333333333333	0.0103166709991593	0.0754192954760628	down
MFSD2A	-74.6666666666667	0.0103278085889911	0.0754547547850471	down
SLC41A1	299.666666666667	0.0103299644712437	0.0754547547850471	up
PHF2	-564.333333333333	0.0103576610161634	0.0756261572724284	down
BAMBI	-66.6666666666667	0.0103671360041459	0.0756427146481787	down
MARCHF3	503.333333333333	0.0103683926870336	0.0756427146481787	up
HPDL	-17.3333333333333	0.0103850468972643	0.0757333040561823	down
ZNF189	-257	0.0104031555407422	0.0758093880173027	down
PTDSS2	619	0.0104039626723981	0.0758093880173027	up
PIGN	835.333333333334	0.0104175743932438	0.0758776384290301	up
BRD1	-368.333333333334	0.0104252968570185	0.0759029556099178	down
PRDM2	-627	0.0104433590855974	0.0759666287299453	down
CCDC18	-147	0.0104451339212602	0.0759666287299453	down
CTNNAL1	-1228.66666666667	0.0104598609424681	0.0759666287299453	down
SNX29	788	0.0104630056336593	0.0759666287299453	up
WDR6	-961.666666666668	0.0104671085306291	0.0759666287299453	down
LIMCH1	-830.666666666667	0.0104672517812515	0.0759666287299453	down
FAM114A1	2083.33333333333	0.0104730193997853	0.0759666287299453	up
SPDYE18	39.3333333333333	0.0104750949048285	0.0759666287299453	up
DLEU2	-25	0.0104757145451793	0.0759666287299453	down
MGAT4A	961.666666666667	0.010476543572749	0.0759666287299453	up
RAG1	146.333333333333	0.0104930752949169	0.0760556479405291	up
SECISBP2	-777.666666666667	0.0105019582776401	0.0760891780521037	down
TTC32	-14	0.0105138540753775	0.0761353468141904	down
ARID3A	49	0.0105168496858138	0.0761353468141904	up
TPBG	-39	0.0105324912424001	0.0762177119298213	down
SMIM10L1	-25.6666666666667	0.0105417059192714	0.0762535214897037	down
TMED4	364.333333333333	0.0105539799682109	0.0762867011186798	up
EBLN2	-40.6666666666667	0.0105548289060364	0.0762867011186798	down
ZNF441	-26.3333333333333	0.0105762852346782	0.0764108820875661	down
C1QBP	-2746	0.0105832516913551	0.0764286762349928	down
KIF15	-409	0.0105873001207252	0.0764286762349928	down
CIP2A	-528.666666666667	0.010601065643913	0.0764971527328628	down
ARHGAP9	24	0.0106098770773839	0.076529839742195	up
WHRN	37.3333333333333	0.010629279965769	0.0766388665220472	up
PTPN7	-8.66666666666667	0.0106345749523274	0.0766411002054922	down
MT2A	12091.3333333333	0.0106381654699466	0.0766411002054922	up
CMC1	-66.6666666666667	0.010650207092331	0.0766969385851429	down
CPEB2	196.333333333333	0.010662780255852	0.076756558313773	up
TCF7	-46.6666666666667	0.0106812629997526	0.0768217677722219	down
PPM1H	-12.6666666666667	0.010684732834382	0.0768217677722219	down
TMEM45B	12.6666666666667	0.010684732834382	0.0768217677722219	up
PDZD7	57.6666666666667	0.0106917632988894	0.0768414061939485	up
CDK5	368.666666666667	0.0107242384419603	0.0769537650885457	up
NAPG	302.666666666667	0.0107266663377509	0.0769537650885457	up
FKBP1B	16.3333333333333	0.0107270899650886	0.0769537650885457	up
BIVM	-18.3333333333333	0.0107274745191593	0.0769537650885457	down
PINX1	-127.666666666667	0.0107289237216435	0.0769537650885457	down
UBXN6	1827.33333333333	0.010743446733769	0.0770270224305601	up
AXIN2	-110.333333333333	0.0108056760872497	0.0774133681999404	down
EWSR1	-4440.66666666667	0.0108100809519569	0.0774133681999404	down
SELP	86.6666666666667	0.0108136987517234	0.0774133681999404	up
H3C10	-815.333333333334	0.0108152094011365	0.0774133681999404	down
EIF2B2	-3389.66666666667	0.0108212897145678	0.0774133681999404	down
DYNC1LI2	1691.33333333333	0.0108233191860608	0.0774133681999404	up
MANF	-926.000000000001	0.0108316370875394	0.0774252883107665	down
YPEL5	156.333333333333	0.0108350348994241	0.0774252883107665	up
ARRB1	1943.66666666667	0.0108379809417891	0.0774252883107665	up
CCNA2	-1130.66666666667	0.010845602668157	0.0774487822974985	down
PGM1	-619	0.010855973243214	0.0774918792928144	down
MATN2	36	0.01086645791768	0.0775194654082179	up
RCC2	-2133.66666666667	0.0108685118223673	0.0775194654082179	down
SMIM29-AS1	16	0.0108735305765971	0.0775243260973662	up
CSTB	3332.33333333333	0.0108787906626404	0.0775309028325498	up
DGCR8	-467.666666666667	0.0109040984311085	0.0776802930879365	down
RASGRF2	-110	0.0109181566719973	0.0777494551216257	down
ZNF724	-31.3333333333333	0.0109376840515662	0.0778574929262025	down
PPP1R12C	661.333333333333	0.01094976860911	0.0779111702630402	up
POMP	-2014	0.0109539426469184	0.0779111702630402	down
SLC25A33	-110	0.0109621275976848	0.0779128563320604	down
NDC1	-473.333333333334	0.0109664841949258	0.0779128563320604	down
HSD17B14	141	0.0109672567154226	0.0779128563320604	up
RARRES1	23.3333333333333	0.0109756796250076	0.0779417153823546	up
GSTZ1	-156	0.0109921233184554	0.0780274869714343	down
UGCG	469.666666666667	0.0110096736737842	0.0781210429715042	up
ATP6V0E2	63.6666666666666	0.0110169420973103	0.0781406338720377	up
TMCO4	142	0.0110234839201331	0.0781406338720377	up
AXDND1	23	0.0110291127482543	0.0781406338720377	up
TVP23C	-26.6666666666667	0.0110300238953627	0.0781406338720377	down
MTHFD1	-5163.33333333334	0.0110381414495725	0.0781406338720377	down
AGO2	-650.333333333334	0.0110386651296238	0.0781406338720377	down
GHDC	94	0.0110487258505386	0.0781808890944285	up
PCDHA9	10.3333333333333	0.011055915008224	0.0781887233949124	up
PPP2R2A	-1156.66666666667	0.0110585818922647	0.0781887233949124	down
PTMS	4366.66666666667	0.0110735531993645	0.0782427953993256	up
LINC01089	-12.3333333333333	0.0110749844668398	0.0782427953993256	down
ZBTB10	-340.333333333333	0.0110882291395954	0.0782900028381251	down
CYTL1	115.666666666667	0.0110904267196001	0.0782900028381251	up
ATP6AP2	2885	0.0111010809567626	0.0783342759657226	up
TAF15	-5005.33333333334	0.0111057447270691	0.0783362593731782	down
RABEPK	-254.333333333333	0.0111293510131767	0.0784564887959227	down
CMIP	-1791.66666666667	0.0111336322984271	0.0784564887959227	down
ARHGAP42	97.6666666666666	0.0111359579319266	0.0784564887959227	up
MIR1244-2	-94.6666666666667	0.0111566214675742	0.0785711001227032	down
NEK6	-482.666666666667	0.0111638698712826	0.0785911815987808	down
SYVN1	667.666666666667	0.0111734491468731	0.0786179361388505	up
PTPRU	-70	0.0111764672557245	0.0786179361388505	down
PCDHB16	133.666666666667	0.0111877772007105	0.0786485131670782	up
RILP	82.3333333333333	0.0111896144670404	0.0786485131670782	up
CHTOP	-448	0.0112020883882164	0.0786973278924823	down
UBXN2B	-78.6666666666667	0.0112053653063873	0.0786973278924823	down
SURF1	759.666666666667	0.0112491984407381	0.0789741449056376	up
ODC1	-2620	0.0112653505947875	0.079045909132195	down
PYGO2	-24.3333333333333	0.0112682654396796	0.079045909132195	down
MAPK13	-74.3333333333334	0.011288594116531	0.079127107609317	down
RPL7L1	-806.666666666667	0.0112889273708504	0.079127107609317	down
SLC16A7	43.3333333333333	0.0112931213780557	0.079127107609317	up
C19orf12	443	0.0112978243272543	0.0791290407622816	up
TMEM69	-125.666666666667	0.0113030788857631	0.079134834314191	down
PCGF3	-451.333333333334	0.0113130799743537	0.0791604262409828	down
HNRNPA3	-5047	0.0113155918678366	0.0791604262409828	down
PPP4R2	-447.666666666667	0.0113249665340972	0.0791950124532289	down
RFX3	-337.333333333333	0.0113307513301902	0.0792044776205785	down
APEX1	-4226.66666666667	0.011340325204507	0.0792123037810447	down
ZNF616	202	0.0113426554132398	0.0792123037810447	up
ZMYM2	-1165	0.0113476131518073	0.0792123037810447	down
C1orf226	-12.6666666666667	0.0113495977387969	0.0792123037810447	down
PRPF38A	-771	0.0113668437155239	0.0793006276510761	down
GK	-261.333333333333	0.0113711261424252	0.0793006276510761	down
HIPK2	-1299.33333333333	0.0113801267566531	0.0793324437006306	down
CDR2L	130.666666666667	0.0113922791263394	0.0793861977014385	up
NPIPB15	-246	0.0114175781469829	0.0795314855024052	down
SLC7A7	308.666666666667	0.0114221510688095	0.0795323444502924	up
PARD3	-898.333333333334	0.0114324610643629	0.079545199762414	down
CECR2	-26.6666666666667	0.0114328979629429	0.079545199762414	down
POLD4	25	0.011440896210098	0.0795698750425261	up
DAPK2	-43.6666666666667	0.0114483356453412	0.0795906461784633	down
HS6ST1	-175.666666666667	0.0114531750024466	0.0795933320348877	down
CKS1B	-593	0.0115038538393898	0.0799037149441508	down
LRCH3	-1245	0.0115067786878284	0.0799037149441508	down
SLC6A6	-548.333333333334	0.0115263744229796	0.0799787511427593	down
ERP29	-699.000000000001	0.0115265336770587	0.0799787511427593	down
RPL14	-14487	0.0115412555465326	0.080040619351933	down
CLTA	-1967	0.0115444062151328	0.080040619351933	down
ARSA	267.333333333333	0.0115591994416512	0.0801121096626883	up
NAV2	2357.66666666667	0.0115846587006678	0.0802290045990182	up
PC	-131.666666666667	0.0115850431280109	0.0802290045990182	down
DNAJC5	1032.33333333333	0.0116071945758231	0.0803005352928296	up
ABCB1	80	0.0116114402387099	0.0803005352928296	up
MED28	-329.666666666667	0.0116133160406239	0.0803005352928296	down
SASS6	-86.3333333333334	0.0116134955779088	0.0803005352928296	down
QSOX2	-184	0.0116178350826484	0.0803005352928296	down
NR2C2	-380	0.0116240140570529	0.0803020192720098	down
LTN1	1009	0.0116270351278931	0.0803020192720098	up
SLC30A7	653	0.0116320001169909	0.0803052800660858	up
SP4	-73.0000000000001	0.0116446903196435	0.0803618512638256	down
RBM10	-2423.33333333334	0.0116746872227471	0.0805194378647646	down
RGCC	197.666666666667	0.0116765347960988	0.0805194378647646	up
TMEM51	59.3333333333333	0.0116821569172988	0.0805271395062859	up
POLR2J3	-18	0.0117007460906122	0.0805699162364339	down
ERC2	-126.666666666667	0.0117038129239957	0.0805699162364339	down
CDYL2	591.666666666667	0.0117054893414927	0.0805699162364339	up
HACL1	-520.666666666667	0.0117063932228946	0.0805699162364339	down
GLIDR	-32.6666666666667	0.0117287038066717	0.0806613512275685	down
EBLN3P	-32.6666666666667	0.0117287038066717	0.0806613512275685	down
NADK	567	0.0117452418995996	0.0807440206590167	up
ZNF182	-35	0.0117518324246668	0.0807582671120701	down
ATP6V1F	362.333333333333	0.0117577910138936	0.0807681616380995	up
KLHDC8B	-185	0.0117784597553396	0.0808790586503806	down
EMP1	3015.66666666667	0.01180354063319	0.0810060340493804	up
IKBKE	-207	0.0118060153686156	0.0810060340493804	down
NFYA	-375.666666666667	0.0118118509654707	0.0810149747340077	down
ILF2	-5828.66666666667	0.0118236771155821	0.0810583898999755	down
RCC1	-1006	0.0118307094263944	0.0810583898999755	down
PRR3	-59.6666666666667	0.0118317857921582	0.0810583898999755	down
SNAI2	132	0.0118510586391474	0.081133137253422	up
RPL12	-13459.6666666667	0.0118517747213094	0.081133137253422	down
GUSB	1082	0.0118689920298695	0.0812198941584563	up
RAD23B	-1676.66666666667	0.0118788659702533	0.081256352985958	down
CKAP4	3459.33333333333	0.0119015641490178	0.0813804734504762	up
RPUSD1	108.333333333333	0.0119082403157079	0.0813949856225477	up
BIRC3	22.6666666666667	0.0119205420888668	0.0814479240429683	up
ARL5A	-35	0.0119306230588194	0.0814710997249557	down
DRC9	-45	0.011934847686468	0.0814710997249557	down
LRRC4	-66.6666666666667	0.0119417162211365	0.0814710997249557	down
CASC3	-1310	0.0119423081596112	0.0814710997249557	down
SNORA53	957.333333333334	0.0119478544713224	0.0814710997249557	up
CCL7	13.3333333333333	0.0119512825041308	0.0814710997249557	up
HIVEP3	86.3333333333334	0.0119655546057289	0.0815049954649362	up
SCHIP1	-32.3333333333333	0.0119659166769692	0.0815049954649362	down
HID1	-491.333333333334	0.0119733746772778	0.0815049954649362	down
CDK5RAP2	-1131.66666666667	0.0119797036681218	0.0815049954649362	down
C3orf52	-12	0.0119892490265208	0.0815049954649362	down
H2BC14	-2159.33333333333	0.0119903683104377	0.0815049954649362	down
EAF1	-245.666666666667	0.0119923786329103	0.0815049954649362	down
ZNF239	-16.6666666666667	0.0119971692375805	0.0815049954649362	down
WNK3	-110.666666666667	0.0119972945657518	0.0815049954649362	down
RBM14	-364.666666666667	0.0120156461171274	0.0815986545203398	down
MARCHF8	-288.333333333333	0.0120432690850942	0.0816854623222611	down
ATOH8	62	0.0120468611466764	0.0816854623222611	up
KDM1A	-4901.33333333334	0.0120476989072432	0.0816854623222611	down
SSBP4	435.333333333333	0.0120494237120956	0.0816854623222611	up
ZNF292	-898.666666666667	0.0120512791845028	0.0816854623222611	down
LIMD2	-138	0.0120705011122225	0.0817847372554451	down
ZSCAN9	-116.666666666667	0.012077230774328	0.0817993265859564	down
KCNK6	56.6666666666667	0.0120832712112409	0.0818092384961061	up
VAC14	1152	0.012133342042521	0.0821171358076566	up
MBTD1	-160.333333333333	0.0121418584046922	0.0821385582391723	down
FGGY	-103.333333333333	0.0121456981887732	0.0821385582391723	down
PECR	89.6666666666666	0.0121612228792681	0.0821950400252849	up
DAZAP1	-1672.66666666667	0.0121699896306563	0.0821950400252849	down
ERCC6	1130	0.0121707848505623	0.0821950400252849	up
ACAD9	-1475.33333333333	0.0121749230601496	0.0821950400252849	down
SLC29A2	-45.6666666666667	0.0121809785354795	0.0821950400252849	down
SKIC3	3327	0.0121816415478897	0.0821950400252849	up
RPL11	-13337.6666666667	0.0121960605105704	0.082261277572051	down
CASTOR2	-875.666666666667	0.0122018997437058	0.0822612959456843	down
SAR1B	530.666666666667	0.0122062664204851	0.0822612959456843	up
MYO9B	4147	0.0122142372014087	0.0822612959456843	up
SEC14L1	-6313.33333333334	0.0122164751382077	0.0822612959456843	down
PDLIM2	14.3333333333333	0.0122190746747114	0.0822612959456843	up
CAMK2N1	-62.3333333333334	0.0122285550784908	0.0822941240485481	down
KHDRBS1	-2736.66666666667	0.0122393125604687	0.0823355185193141	down
P2RX6	14.6666666666667	0.0122470961104381	0.0823568833250451	up
LINC00680	-16.6666666666667	0.0122622626179876	0.082376000706997	down
STUB1	460	0.0122646237497512	0.082376000706997	up
MED18	-69.0000000000001	0.0122682131236388	0.082376000706997	down
TMEM63B	-564.333333333334	0.0122683738324956	0.082376000706997	down
CYRIB	-371	0.0122922981737119	0.082505646848264	down
ADCY9	461.666666666667	0.0123079380123308	0.0825491736960006	up
CRELD1	-23.3333333333333	0.0123080199115946	0.0825491736960006	down
HCFC2	257.333333333333	0.0123250517225897	0.0826209610470283	up
YEATS2	-2070.33333333334	0.0123279681723411	0.0826209610470283	down
RAMP2	-94.3333333333334	0.0123434261435406	0.0826857234576308	down
ATXN7L3	-379.333333333333	0.0123468835128352	0.0826857234576308	down
PBX2	-544.666666666667	0.0123577492617956	0.0826862933094901	down
H3C11	-1568.66666666667	0.0123582425650541	0.0826862933094901	down
ZNF225-AS1	-11.3333333333333	0.0123610509886377	0.0826862933094901	down
THUMPD3-AS1	-25.3333333333333	0.012365472866525	0.0826862933094901	down
SETMAR	-137.666666666667	0.0123746061892023	0.082697910941967	down
ING1	-65	0.0123764636773952	0.082697910941967	down
ANK1	-93.3333333333334	0.0123857482891954	0.0827039358297158	down
SLC52A2	316	0.0123867633029557	0.0827039358297158	up
SUPV3L1	-381	0.0123919550777253	0.0827039358297158	down
PLIN3	704.333333333333	0.0123998640420462	0.0827039358297158	up
PRRC2B	-2880.33333333333	0.0124005006167415	0.0827039358297158	down
RARG	376.666666666667	0.0124088942761999	0.0827179536699041	up
UBTF	-1213.33333333333	0.0124118581035405	0.0827179536699041	down
SP110	302	0.0124271849195199	0.0827699014870892	up
KAT7	-696	0.0124289143779427	0.0827699014870892	down
BLTP3B	316.666666666667	0.0124368921981002	0.0827778730876841	up
RNF125	-13	0.0124393737894998	0.0827778730876841	down
LOXL4	50.6666666666667	0.0124501256610769	0.082790144897814	up
WDR5	-989.666666666667	0.0124504816764756	0.082790144897814	down
SYBU	72	0.0124758343295317	0.0829278775775565	up
COLGALT1	5099	0.0124840253108336	0.0829514752438065	up
SIVA1	-499.333333333334	0.0125000459722695	0.0830270612071145	down
EFCAB14	-1050.33333333333	0.0125059339344497	0.0830353132036979	down
TMEM71	178.333333333333	0.0125319964110859	0.0831774615119755	up
RBM6	-1274	0.0125421892734198	0.0832142134644044	down
ABL1	-1848	0.0125535257537717	0.0832585229398571	down
MTG2	150	0.0125760032157409	0.0833581437754591	up
CBLN3	46.6666666666667	0.0125785105414889	0.0833581437754591	up
ILK	5397	0.012583758906707	0.0833581437754591	up
JARID2	-411.333333333334	0.0125898136985512	0.0833581437754591	down
GARNL3	-113.666666666667	0.0125977662735266	0.0833581437754591	down
INPP4B	-174.333333333333	0.0126002914797967	0.0833581437754591	down
CDCA8	-1019	0.0126014085912884	0.0833581437754591	down
DVL3	-889	0.0126119732612879	0.0833581437754591	down
IGKV1OR2-1	7.33333333333334	0.012617481740943	0.0833581437754591	up
DCBLD1	-1209.66666666667	0.0126227036798086	0.0833581437754591	down
METRNL	54.3333333333333	0.0126284869486297	0.0833581437754591	up
SNORA22	84	0.0126327394613526	0.0833581437754591	up
MEDAG	-186.333333333333	0.012636082315736	0.0833581437754591	down
EHD3	-47.3333333333333	0.0126377313317345	0.0833581437754591	down
CELF2	-269.666666666667	0.012638501154274	0.0833581437754591	down
TPMT	354	0.012657685798164	0.0834347990082684	up
GEM	10.6666666666667	0.0126594592654372	0.0834347990082684	up
UBE2T	-388	0.012666957603619	0.0834534464456637	down
SEC23B	2586.66666666667	0.0126766579080212	0.0834865819631432	up
RHBDD2	386.333333333333	0.0126974823567557	0.0835929280459124	up
ZSCAN16	-56.3333333333334	0.0127217895005001	0.0836812507416987	down
PIK3CG	-196	0.0127255614991753	0.0836812507416987	down
ZFP41	-11.6666666666667	0.0127282575751457	0.0836812507416987	down
CCDC138	-89.6666666666667	0.0127296251967483	0.0836812507416987	down
OSTM1	295.666666666667	0.0127445856013329	0.0837315652697347	up
MYL5	49.3333333333333	0.012746648153684	0.0837315652697347	up
ADAT2	-74.0000000000001	0.012773615551436	0.0838778855129928	down
RNASEH2B	-320	0.012783242845693	0.0839052305954764	down
CEP70	-184.333333333333	0.0127913721999799	0.0839052305954764	down
