gene_symbol	logFC	p_value	adj_p_value	direction
TNFSF15	840.333333333334	1.73155305548392e-05	0.00480279842781249	up
F2RL2	1312.66666666667	1.74776992408462e-05	0.00480279842781249	up
FGF16	530	1.78420050583741e-05	0.00480279842781249	up
ABCA6	1707.33333333333	1.79777629707716e-05	0.00480279842781249	up
MGMT	-134	1.80031047702494e-05	0.00480279842781249	down
MAP1A	1399.33333333333	1.87930708240418e-05	0.0049398139398371	up
FBLN5	-263.333333333333	1.97637852488283e-05	0.00501334586252769	down
IFI44L	238.666666666667	1.99826274824794e-05	0.00501334586252769	up
TNFRSF11B	169.666666666667	2.01740288859514e-05	0.00501334586252769	up
DOCK5	2979.33333333333	2.01947466768487e-05	0.00501334586252769	up
VCAN	2399	2.0667365376197e-05	0.00506039025663212	up
SEMA3G	-579.333333333334	2.10414981353227e-05	0.00508237483338863	down
COX7A1	1731	2.17202222740813e-05	0.00517636337235906	up
SLC37A2	415	2.25326392349466e-05	0.00525321927947261	up
EHBP1L1	1340.66666666667	2.26682073670558e-05	0.00525321927947261	up
TFPI2	47986.6666666667	2.29244211591621e-05	0.00525321927947261	up
UNC13D	3486	2.37030353903217e-05	0.00530837633340459	up
TBXA2R	337.666666666667	2.3819109539492e-05	0.00530837633340459	up
COL6A2	-222	2.41042962339871e-05	0.00530837633340459	down
TMEM200A	253.666666666667	2.43530748203634e-05	0.00530837633340459	up
DYNC1I1	201	2.48011626492454e-05	0.00534091543605557	up
PLAT	8843	2.56489644371785e-05	0.00543150992976634	up
DNASE2	920	2.59140907497837e-05	0.00543150992976634	up
MATN3	145.333333333333	2.61334818149214e-05	0.00543150992976634	up
AZIN2	59.3333333333334	2.77309195942033e-05	0.00556998550093736	up
RHPN2	-144	2.78476551069026e-05	0.00556998550093736	down
VLDLR	1377.33333333333	2.79469550561535e-05	0.00556998550093736	up
PTGS2	746.333333333333	2.80462512635315e-05	0.00556998550093736	up
NPIPA5	-157.333333333333	2.88161704567556e-05	0.00563124258680787	down
KCNMA1	7871.33333333334	2.910451650664e-05	0.00563124258680787	up
PTPN22	2213.33333333333	2.94199908837489e-05	0.00563124258680787	up
ADAMTS12	872.666666666667	3.00835011995086e-05	0.00563124258680787	up
PODXL	12698	3.05586155062857e-05	0.00563124258680787	up
AK4	-77.6666666666667	3.08246017179711e-05	0.00563124258680787	down
POPDC1	275	3.0859988343974e-05	0.00563124258680787	up
ADIRF	2508.33333333333	3.08994902504377e-05	0.00563124258680787	up
RNF144A	-306.333333333334	3.11901653851393e-05	0.00563124258680787	down
SLIT3	-63.3333333333334	3.16751541191873e-05	0.00566161704726353	down
ALX1	86	3.23637938224219e-05	0.00572743020576208	up
ZNF664-RFLNA	260	3.28684765901173e-05	0.00575971716246821	up
MAMDC2	4848.66666666667	3.36617647301818e-05	0.00578151114902401	up
PDGFC	407.333333333333	3.44388221095669e-05	0.00578151114902401	up
DUSP8	204.333333333333	3.46576555844191e-05	0.00578151114902401	up
ADAMTS1	1806.33333333333	3.50968815097205e-05	0.00578151114902401	up
TTC29	44	3.53541957480127e-05	0.00578151114902401	up
RPL32P3	-40	3.55652784770327e-05	0.00578151114902401	down
B4GALNT1	494.666666666667	3.55692553309228e-05	0.00578151114902401	up
PKP2	-70	3.56862884573099e-05	0.00578151114902401	down
PRNP	7630	3.61963371891419e-05	0.00578151114902401	up
MTATP6P1	-480.666666666667	3.64642636023503e-05	0.00578151114902401	down
LBH	330.666666666667	3.65799187638125e-05	0.00578151114902401	up
CSMD3	105	3.69577890329971e-05	0.00578151114902401	up
SYNGR3	178.666666666667	3.71978170604096e-05	0.00578151114902401	up
CARMIL1	-409.666666666667	3.83704489255771e-05	0.00591235693186005	down
IFIT5	214.666666666667	3.91218056153105e-05	0.00597660815015435	up
FAM43A	-823.666666666667	4.04404359987187e-05	0.00611307454491497	down
PCDHA11	169.333333333333	4.10099960498477e-05	0.00611307454491497	up
GLI2	51.3333333333333	4.10411181263174e-05	0.00611307454491497	up
ODAD2	247.666666666667	4.37254705723925e-05	0.00642101996700234	up
DNAH8	426.666666666667	4.41295467713659e-05	0.00642101996700234	up
GDF15	3249.33333333333	4.41862736903484e-05	0.00642101996700234	up
ATP6V0A4	89.3333333333334	4.49207408103026e-05	0.00643168446247428	up
AEBP1	-4488.66666666667	4.49793307490929e-05	0.00643168446247428	down
CTSK	353	4.55989792509474e-05	0.00645644878746648	up
FBN1	26383	4.59660925989798e-05	0.00645644878746648	up
GJA5	-259.666666666667	4.62361779565687e-05	0.00645644878746648	down
GPC1	-420	4.6886907356309e-05	0.00645953062328733	down
IL15RA	144.333333333333	4.69810328425284e-05	0.00645953062328733	up
NID2	3979	4.77024059698027e-05	0.00650864736110117	up
PALD1	-1420.66666666667	4.87867867087461e-05	0.00658803164523142	down
GRIN2D	667.333333333333	4.90213835076524e-05	0.00658803164523142	up
PCK2	387.666666666667	5.1151320561404e-05	0.00682297540085474	up
NHS	-90.6666666666667	5.18088226871352e-05	0.0068594881237767	down
SCN1B	1655.33333333333	5.38597072005827e-05	0.00707859122428835	up
RGMB	654.333333333333	5.50036591590518e-05	0.00717617083072183	up
GPR143	2101.33333333333	5.56599653251481e-05	0.00720917550885288	up
PVR	2598	5.65104574372853e-05	0.00726667565635998	up
MS4A6A	671.666666666667	5.81232905715523e-05	0.00738436812308139	up
TMEM267	90	5.82519808299472e-05	0.00738436812308139	up
SEZ6L2	408.666666666667	6.01070790677877e-05	0.00756587275533548	up
ICAM1	424	6.08793106009862e-05	0.00757473455949718	up
N4BP3	-465.666666666667	6.18014187949665e-05	0.00757473455949718	down
CNTNAP1	6841	6.24018520006808e-05	0.00757473455949718	up
NCF2	133.333333333333	6.24751150593411e-05	0.00757473455949718	up
RCN3	1680.66666666667	6.28876887701752e-05	0.00757473455949718	up
CCBE1	238.333333333333	6.36673040194636e-05	0.00757473455949718	up
ITGB8	764.333333333333	6.3742856433941e-05	0.00757473455949718	up
RSPO3	335.333333333333	6.40002911389255e-05	0.00757473455949718	up
EFNA1	-1313.33333333333	6.42129022329884e-05	0.00757473455949718	down
EMP2	-129.333333333333	6.48125290116331e-05	0.00757473455949718	down
ITGA4	1377	6.48391175787775e-05	0.00757473455949718	up
IL1A	94.3333333333334	6.63201097949092e-05	0.00764517721885292	up
GRIN3B	271.333333333333	6.66647281206536e-05	0.00764517721885292	up
JUND	1653.33333333333	6.67252795200322e-05	0.00764517721885292	up
A2M	724	6.73065159753744e-05	0.00766265392703085	up
BATF2	69.3333333333333	6.77525629857948e-05	0.00766461589119048	up
NRCAM	6658.33333333333	6.95294000610545e-05	0.00777703877943844	up
MTCO1P12	-993.000000000001	6.98497392713484e-05	0.00777703877943844	down
PTK7	-1737	7.01553158553822e-05	0.00777703877943844	down
MFSD6	-237	7.0837653526697e-05	0.00777703877943844	down
TLR3	110.666666666667	7.12164009718487e-05	0.00777703877943844	up
CCDC69	1284.33333333333	7.13569631771234e-05	0.00777703877943844	up
ST8SIA2	-44.3333333333333	7.3050853453724e-05	0.00783850429580736	down
CCND1	11543.3333333333	7.39968966800612e-05	0.00783850429580736	up
COL5A2	33872	7.43803087149612e-05	0.00783850429580736	up
AMPH	-152	7.43900932051635e-05	0.00783850429580736	down
ULBP1	134.333333333333	7.47545917829673e-05	0.00783850429580736	up
SLC44A5	444	7.50961357701175e-05	0.00783850429580736	up
LAPTM5	3251.33333333333	7.52241880755324e-05	0.00783850429580736	up
CMKLR1	88.6666666666667	7.54292681480847e-05	0.00783850429580736	up
ERBB2	-1254.33333333333	7.68745646524475e-05	0.00794252004969853	down
AOX1	541.333333333333	7.84506191299766e-05	0.00799998900049694	up
GCNT2	-317.333333333333	7.90658029138434e-05	0.00799998900049694	down
LGR4	206	7.94225221810397e-05	0.00799998900049694	up
TNS3	3283.33333333333	7.96408741304989e-05	0.00799998900049694	up
CCL2	2806.33333333333	7.96686831200881e-05	0.00799998900049694	up
LAMP3	-58	8.13056811103099e-05	0.00811875834729429	down
GREB1L	470.333333333334	8.33769127322865e-05	0.00825861989273438	up
HEY1	-251.666666666667	8.38041155926402e-05	0.00825861989273438	down
IRF2BPL	132.666666666667	8.4092470654451e-05	0.00825861989273438	up
CXCL1	1209	8.53906200676248e-05	0.00830302448525999	up
ROBO1	-976.000000000001	8.55530557699011e-05	0.00830302448525999	down
PRTG	-240	8.59382079989425e-05	0.00830302448525999	down
PTGS1	3348.33333333334	8.6778532579897e-05	0.00830614316077165	up
GAL	183.333333333333	8.68998976761944e-05	0.00830614316077165	up
TGFBI	6375.33333333333	8.77293179062793e-05	0.00832212958501823	up
CHST15	-778.333333333333	8.80816541696978e-05	0.00832212958501823	down
AKR1C1	380.666666666667	8.84639488169109e-05	0.00832212958501823	up
KIFC2	69	9.07796132427846e-05	0.00849526077016509	up
FAM117A	-88	9.21319404350199e-05	0.00857690782987263	down
PTPRD	-753.666666666667	9.3132148363939e-05	0.0086250985484821	down
NTM	459	9.38832021101889e-05	0.00863332354632079	up
TBX1	-443.666666666667	9.41869806161214e-05	0.00863332354632079	down
SKA1	-115	9.48052615268455e-05	0.00864565941087161	down
PPARG	-41.6666666666667	9.5760311373454e-05	0.0086884254085742	down
SHROOM3	-419.333333333334	9.63232680176991e-05	0.00869387594481413	down
SHC2	-126.333333333333	9.67931807663652e-05	0.00869387594481413	down
BLVRA	1574.33333333333	9.88341749614053e-05	0.00883281021630079	up
COL4A6	978.666666666667	9.99880953295131e-05	0.00889147868616775	up
SLC46A3	-252.333333333333	0.00010055789775669	0.00889788051734196	down
CDCA7	-409.333333333333	0.000102400756428509	0.00900280732110062	down
NOMO3	-2600.66666666667	0.000102751073822565	0.00900280732110062	down
MYLK	1296	0.000104946050611853	0.00910280026166125	up
CFAP46	-43	0.000105005427628221	0.00910280026166125	down
IGFBP7	8002.66666666667	0.000105453360836529	0.00910280026166125	up
UNC5B	-240	0.000105929420075279	0.00910280026166125	down
DNASE1L1	2189.66666666667	0.000106636485699201	0.00911971552816994	up
TRPV2	1584.66666666667	0.000108022773472878	0.00918846927853084	up
ERO1B	-49	0.000108468558675731	0.00918846927853084	down
LRP3	-188	0.000111459673336408	0.0093973122698819	down
SLC16A9	162	0.000117070757775637	0.00982405034967953	up
CDCA3	-203	0.000117927699476057	0.00982740872531944	down
CCDC88C	-2174.66666666667	0.000118589844105818	0.00982740872531944	down
CADM4	-104.333333333333	0.000119310652188197	0.00982740872531944	down
DENND1B	146	0.000119438427719304	0.00982740872531944	up
SIRPB1	69.3333333333333	0.000119859858012736	0.00982740872531944	up
KLF4	48	0.0001204346860399	0.00982755097280763	up
PLTP	7135	0.000121003905605129	0.00982755097280763	up
GYPC	313	0.00012178301660255	0.00982755097280763	up
TENM3	7233.66666666667	0.000122165585674759	0.00982755097280763	up
ANKRD33B	-61.6666666666667	0.000122610712036259	0.00982755097280763	down
TRAM2	2749.33333333333	0.000123275537621233	0.0098367274975086	up
CTSS	772.333333333334	0.00012456782567007	0.00989566807123034	up
SLC39A6	806.666666666667	0.000125751837571564	0.00994552364935456	up
PLVAP	-394.333333333333	0.000129648996825843	0.0101665801743154	down
STIM1	1498	0.00013081802754096	0.0101665801743154	up
CCNA1	3333	0.000130957733541517	0.0101665801743154	up
STAG3	71.6666666666667	0.000131529847004171	0.0101665801743154	up
PRND	-51.3333333333333	0.00013169030390531	0.0101665801743154	down
AIF1L	-157.666666666667	0.000132236634072654	0.0101665801743154	down
CEMIP	137.666666666667	0.000132896563987219	0.0101665801743154	up
SLC35E1	430	0.000133652449091001	0.0101665801743154	up
ANO4	707	0.00013366601437642	0.0101665801743154	up
GFPT2	-635.666666666667	0.000137152274318395	0.010296975111971	down
PITX1	-38.3333333333333	0.000137629696612221	0.010296975111971	down
NBPF14	1676.66666666667	0.000138304542138129	0.010296975111971	up
HSD3B7	420.333333333333	0.000138808161932666	0.010296975111971	up
EPHA5	583.333333333334	0.000138994665761173	0.010296975111971	up
FCHO1	101.333333333333	0.00013931884862735	0.010296975111971	up
FLT4	-2585	0.000139902453816746	0.010296975111971	down
CLEC1A	526	0.000139989087624984	0.010296975111971	up
CSF2RB	2870.33333333333	0.000142484982277223	0.0103291225639293	up
SULF2	3728.66666666667	0.000142601253484166	0.0103291225639293	up
COL1A2	10795.6666666667	0.000142686357833453	0.0103291225639293	up
FUCA1	205.333333333333	0.000142737678935355	0.0103291225639293	up
COL6A3	-66.6666666666667	0.000144161319322677	0.0103690330920106	down
IGFBP6	1220.66666666667	0.00014444943716631	0.0103690330920106	up
CROCC	-157.333333333333	0.000147016887811708	0.0104864435157568	down
KIF7	-239	0.000147573570178998	0.0104864435157568	down
SYNC	374.333333333333	0.000147845125096269	0.0104864435157568	up
TBX20	1069	0.000149934956267611	0.0105926379775781	up
NID1	-8397.33333333334	0.000151644930973153	0.0106125893935452	down
MT1G	-68	0.000151765018541217	0.0106125893935452	down
KCNAB1	-1579	0.000152453120530245	0.0106125893935452	down
MRPS25	-98.3333333333334	0.000152845618774107	0.0106125893935452	down
UCP2	405	0.000153227978449724	0.0106125893935452	up
KLF2	467.333333333333	0.000153934730039588	0.0106125893935452	up
CFAP161	50.3333333333333	0.000154373572917185	0.0106125893935452	up
RSRP1	-380.333333333334	0.00015531033445214	0.0106360801455845	down
SBF2-AS1	23.3333333333333	0.000157464313452374	0.0107042920444356	up
VILL	-147.333333333333	0.000157504129332358	0.0107042920444356	down
ZNF185	3874	0.000158281108421004	0.0107163504996857	up
CAPG	1657.33333333333	0.000159618032730479	0.0107660857246211	up
LMO7	1694	0.000161704993404616	0.0108658460605793	up
NUDT8	118.666666666667	0.000162948248402485	0.0109083782469888	up
RGS11	504	0.000163626880862513	0.0109129360766289	up
GABRE	65	0.000165481274694965	0.0109955847728543	up
LYPD1	-268.666666666667	0.000166365220685674	0.0110078731162123	down
BGN	-17759	0.00016806323788162	0.0110078731162123	down
SLC40A1	1105	0.000168330633237055	0.0110078731162123	up
TNFRSF10C	-1815	0.000168592378164343	0.0110078731162123	down
AFAP1L2	-79.3333333333334	0.000168745509334351	0.0110078731162123	down
NR4A1	72.6666666666667	0.000171595839056639	0.0111531055538123	up
TFEC	617.666666666667	0.000174427494383245	0.0112350739019079	up
IL7R	-49.3333333333333	0.000174534086323633	0.0112350739019079	down
FICD	126.333333333333	0.000174742673421192	0.0112350739019079	up
MMP11	-195.333333333333	0.000176295084809924	0.0112942593042745	down
SCN3B	421.666666666667	0.000178176142650962	0.0113673272607548	up
GRAMD1B	-196	0.000178707561836864	0.0113673272607548	down
CREB3L1	-82.6666666666667	0.000180518260935746	0.0114230127248183	down
COL3A1	211	0.000180861172715877	0.0114230127248183	up
PPP1R26	-195	0.000181761498691865	0.0114394543226	down
TMEM88	-82	0.00018386978681882	0.0115315388407003	down
MRC2	-1158.33333333333	0.000185309601591217	0.0115568337358209	down
LMF1	911	0.000185566257255264	0.0115568337358209	up
RIMS2	326.666666666667	0.000186859052057319	0.0115969399183074	up
CIDEB	59	0.000188130951673241	0.0116044716860686	up
CPED1	119	0.000188278884914395	0.0116044716860686	up
ABCA7	314	0.000190089783643909	0.011624160942018	up
CRISPLD2	85.3333333333333	0.000190327705768243	0.011624160942018	up
ADGRG7	658	0.000191103121425086	0.011624160942018	up
NCOA2	-675.333333333334	0.000191199693238967	0.011624160942018	down
RPL10P6	-582	0.000193966617455415	0.011741176359945	down
THBD	4434.66666666667	0.000194690316277354	0.011741176359945	up
PPIC	585.333333333333	0.000195095075467364	0.011741176359945	up
ADAMTS6	1379.66666666667	0.000197085679393702	0.0118211725955806	up
NFIL3	-77.3333333333334	0.000199111039245183	0.0119027114229712	down
CD44	33722.3333333333	0.000200123252026972	0.0119173139790136	up
BDNF	477	0.000201185751023821	0.0119173139790136	up
STARD10	292	0.000201355534388615	0.0119173139790136	up
LRP1	3490	0.000204133971406352	0.0120298586596912	up
TMEM97	-194.333333333333	0.000204603168431584	0.0120298586596912	down
PLA2G4C	1969.33333333333	0.000205988693669516	0.0120716128217998	up
MYPN	106	0.000206802551256741	0.0120728442963928	up
CD9	23803.3333333333	0.000208963557962914	0.0120728442963928	up
IFIT2	36	0.00020943291446536	0.0120728442963928	up
LINC00632	-228	0.000209893578750426	0.0120728442963928	down
LYVE1	1267	0.000210030188169834	0.0120728442963928	up
PLAC9	140	0.00021006235740059	0.0120728442963928	up
SECTM1	86	0.00021307574021574	0.0122067813481286	up
IGFBP5	1860.66666666667	0.000214344472936015	0.0122402335759052	up
SNCAIP	-914.333333333334	0.000217026430438303	0.0123070556453936	down
NT5E	4312.66666666667	0.000217225127334692	0.0123070556453936	up
CHST1	-958	0.00021798855573587	0.0123070556453936	down
MAP3K10	150.333333333333	0.000218268806064102	0.0123070556453936	up
RXRA	-519	0.000220243757131601	0.0123793613678309	down
LIMS2	1844.33333333333	0.000222275303586678	0.0124543848787093	up
L1CAM	415.666666666667	0.000223061233512097	0.0124593640243601	up
CA5B	64.3333333333333	0.000226311342573801	0.0125545132721762	up
HYLS1	208	0.000226367845177809	0.0125545132721762	up
DNAJC1	1480.66666666667	0.00022750320665327	0.0125545132721762	up
DSCAM	126.333333333333	0.000228235005714402	0.0125545132721762	up
PLA1A	126	0.000229023110160111	0.0125545132721762	up
SLC15A3	116.666666666667	0.000229521294669037	0.0125545132721762	up
MSR1	61.6666666666667	0.000230110675000532	0.0125545132721762	up
SERPINE2	516.666666666667	0.000230383817459651	0.0125545132721762	up
ZSCAN18	-89	0.000231570633774569	0.0125808313315704	down
RENBP	236.666666666667	0.000232335676391017	0.0125841450903425	up
FBXL13	1296.66666666667	0.000240190972404404	0.0129147829511742	up
INSR	-2099.66666666667	0.000240816899917599	0.0129147829511742	down
ZNF619	-67.6666666666667	0.000241241743644266	0.0129147829511742	down
COL4A2	-34787.3333333334	0.000241330284530166	0.0129147829511742	down
SH3TC2	-276.333333333333	0.000242682282600034	0.0129310923576286	down
KIAA1217	656	0.000243592127415834	0.0129310923576286	up
SLC7A8	177.333333333333	0.000243805422654181	0.0129310923576286	up
MEST	-665.333333333333	0.000246148025040335	0.013016715383346	down
RTL6	-96.0000000000001	0.000246988481105588	0.0130226315966999	down
CA8	-47.6666666666667	0.000247925420393798	0.0130335851885845	down
PPP3CA-DT	-39.3333333333333	0.00025244059390604	0.0132320327726585	down
MINAR1	71.6666666666667	0.000254526314200586	0.0133023489474306	up
SEMA3D	612	0.000257700261895048	0.0134289635017845	up
ABCG2	-1785	0.000258792290852361	0.0134466668799276	down
FERMT3	7059.66666666667	0.000260297566540408	0.0134856774038935	up
CDH11	593.666666666667	0.000262993605974421	0.0135859760496728	up
KIF26A	-409	0.000264707068806763	0.0136350839995737	down
CXCL3	31.3333333333333	0.000267849817220405	0.0137573207844756	up
RPL10P9	-473.666666666667	0.000269499441495467	0.0138023868690257	down
IL32	4170.66666666667	0.000272116942778261	0.0138943832148053	up
FAM27B	-82	0.000272850425668382	0.0138943832148053	down
DOCK11	-26.6666666666667	0.000275196043224805	0.0139740172630687	down
TUBA4A	1795.66666666667	0.000276171983304064	0.0139838471092829	up
HYCC1	2054	0.000278345683435074	0.0140540981517472	up
GPAT2	-90	0.00027971249598666	0.0140833271922974	down
NTN4	1932.33333333333	0.000282384204644287	0.0141779080725056	up
CPQ	350.333333333333	0.000284545913099964	0.0142464247920133	up
HLA-DPA1	270.333333333333	0.000286238214926722	0.01429112249609	up
SCUBE1	639	0.000288180718336016	0.0143480282995486	up
PCDH7	-489.333333333334	0.000295508321212891	0.0145379257337722	down
ABCG1	1486.33333333333	0.000295683478293446	0.0145379257337722	up
GALNT15	74	0.000295875272709557	0.0145379257337722	up
CXCL8	2306.33333333333	0.000297569806917532	0.0145379257337722	up
EPS8L1	213.666666666667	0.000297817921643874	0.0145379257337722	up
TFF3	-45.3333333333334	0.000297892755987587	0.0145379257337722	down
ZNF93	-94.3333333333334	0.000298254622777926	0.0145379257337722	down
SEMA4D	-261.666666666667	0.00029990750878011	0.0145379257337722	down
ABCA9	287	0.000300418081222004	0.0145379257337722	up
PLEKHF1	210	0.000300940846146364	0.0145379257337722	up
APLP1	636.333333333333	0.000300941732208555	0.0145379257337722	up
TPP1	2921.66666666667	0.000302557184637801	0.0145765690517953	up
FABP5	-5225	0.000304148365194699	0.0146138383857259	down
LAPTM4B	-2677.66666666667	0.000305232919837274	0.014626630587591	down
SLC45A4	-92	0.000306097260363692	0.0146288300313921	down
NXN	-747.666666666667	0.000308035633000937	0.0146822104113567	down
ITGB4	1493.66666666667	0.000310918107047618	0.0147801868227902	up
ZFHX4	287.666666666667	0.000313287185723454	0.014823806456821	up
ALS2CL	114.333333333333	0.000313494396367816	0.014823806456821	up
SLC6A16	-47.6666666666667	0.000315961343069472	0.0148728069689142	down
PBX1	-164.333333333333	0.000316268010116294	0.0148728069689142	down
FADS1	2721	0.000317026936061111	0.0148728069689142	up
TAP1	2249.66666666667	0.000319155924271905	0.0148804498794055	up
PACSIN3	-301.666666666667	0.000319234548269451	0.0148804498794055	down
KHDRBS3	470.666666666667	0.000319687409292363	0.0148804498794055	up
EFNB2	-2452.33333333333	0.000321145346819556	0.0149094855300071	down
GCKR	349.333333333333	0.000326133380076795	0.0150959277156049	up
TNFRSF19	89	0.000326850398676238	0.0150959277156049	up
FSTL3	188	0.000328739413698336	0.0151440419599074	up
MMP1	-71798	0.000331211135904466	0.0152186834014304	down
CXCL2	146.666666666667	0.000335163262307031	0.0153607901294253	up
PRSS3	6232	0.00034066036135282	0.0155514064166881	up
SLC20A2	564	0.000341062510649084	0.0155514064166881	up
IGSF1	99.3333333333334	0.00034197779330511	0.0155534633016171	up
TSPAN11	452.666666666667	0.000346785619682607	0.0157159761143276	up
PLAUR	2899.33333333333	0.000347309531451236	0.0157159761143276	up
NOTCH3	-136.333333333333	0.000349260094892147	0.0157643306467228	down
NPR2	2494.33333333333	0.000350245217451185	0.0157689748532052	up
EFNB3	-44	0.000353438693217203	0.0158727718657394	down
PALM	-330	0.000355628977840968	0.0159311086464398	down
ZNF736	-98.6666666666667	0.000358716024005541	0.015959387600256	down
RTN1	74.6666666666667	0.000358936635665394	0.015959387600256	up
CERS6	-414.666666666667	0.000358938895339763	0.015959387600256	down
FAM107A	-77.3333333333334	0.000360640603532556	0.0159952609120122	down
EEF1A2	1093.33333333333	0.000362625878681335	0.0160435023652232	up
THEM6	-69	0.000366003912177227	0.0161450076305885	down
PCED1A	515.666666666667	0.000366726703480975	0.0161450076305885	up
STRIP2	858.333333333333	0.000367899773263552	0.0161568563816037	up
RFLNB	-342	0.00037224950076067	0.0162974522786425	down
MAN2B1	2018	0.000373671063393644	0.0162974522786425	up
UNC5A	102.333333333333	0.000374634950293687	0.0162974522786425	up
MOCOS	199	0.000375232572899401	0.0162974522786425	up
TMEM54	415.333333333333	0.000375660195748053	0.0162974522786425	up
POLM	132.666666666667	0.00037827308978651	0.0163607369558627	up
PDZD2	-112	0.000379902192376786	0.0163607369558627	down
FAS	770	0.000381887264600233	0.0163607369558627	up
SETBP1	-812	0.000383208415416361	0.0163607369558627	down
CYP27C1	71	0.000384251111141666	0.0163607369558627	up
KIAA0040	-204.333333333333	0.000384272350646635	0.0163607369558627	down
CYSTM1	263.333333333333	0.00038543182519676	0.0163607369558627	up
HELZ2	1389.66666666667	0.000386491685110782	0.0163607369558627	up
SYT1	549.666666666667	0.000386801837192068	0.0163607369558627	up
AUTS2	-359.666666666667	0.000388061213161805	0.0163607369558627	down
IL1RL1	10025.6666666667	0.000388193541801603	0.0163607369558627	up
PEX6	2020	0.000389090276423273	0.0163607369558627	up
