gene_symbol	GSM9336110	GSM9336111	GSM9336112	GSM9336113	GSM9336114	GSM9336115
HMGN2	6451	8353	9141	2816	2574	2827
HMGN3	639	975	905	814	897	836
HMGN3-AS1	0	14	0	0	5	4
HMGN4	82	114	146	70	66	56
HMGN5	106	240	188	169	170	150
HMGXB3	1720	2187	2445	1731	1473	1491
HMGXB4	608	688	982	575	569	557
HMMR	360	759	682	200	214	182
HMOX1	1815	2525	2759	5463	4158	5547
HMOX2	1484	1981	1996	2174	1658	1943
HMSD	14	0	0	6	12	6
HNF1A	0	0	0	0	4	0
HNF1B	0	0	0	10	0	0
HNF4A	0	0	8	0	0	0
HNMT	56	130	111	222	173	202
HNRNPA0	1632	2342	2364	1156	1156	1000
HNRNPA1	56224	79327	85781	45868	36871	48421
HNRNPA1L3	216	290	272	146	124	168
HNRNPA1P27	3	1	11	15	4	13
HNRNPA1P57	0	0	0	0	6	0
HNRNPA2B1	13418	20013	21280	12788	10681	11737
HNRNPA3	7588	11129	11446	5309	4346	5367
HNRNPA3P10	2	8	26	8	10	0
HNRNPA3P12	0	6	10	2	0	12
HNRNPA3P3	4	3	0	0	0	0
HNRNPA3P5	30	14	32	12	14	10
HNRNPAB	3988	5262	5443	3191	2921	3323
HNRNPC	24625	32736	37558	25097	20590	21752
HNRNPCL1	1	2	0	0	1	0
HNRNPCL2	2	0	0	0	1	0
HNRNPCL4	1	0	0	0	0	0
HNRNPCP6	0	0	0	2	4	0
HNRNPD	7061	9854	11092	4505	4037	4277
HNRNPDL	4550	5977	7262	3612	3198	3434
HNRNPF	3638	5049	5546	3354	2999	3104
HNRNPH1	11943	16052	19494	10601	9631	9956
HNRNPH1P1	2	2	0	2	2	0
HNRNPH2	617	878	1029	645	646	536
HNRNPH3	2782	3968	4081	2395	2402	2652
HNRNPK	19853	27482	30683	16959	14090	16000
HNRNPKP1	0	4	0	2	0	6
HNRNPKP2	10	12	18	4	4	14
HNRNPKP4	13	34	28	14	14	10
HNRNPL	4421	6010	6432	4279	3110	3636
HNRNPLL	1331	1830	2139	1389	1047	1053
HNRNPM	9127	12117	13650	4924	4073	5057
HNRNPR	3281	5124	5503	3529	3258	3485
HNRNPU	19374	28626	31346	18177	15534	16390
HNRNPUL1	8771	11245	12175	9898	8178	9673
HNRNPUL2	204	267	241	151	160	200
HOGA1	2	0	0	0	0	0
HOMER1	108	142	128	39	26	6
HOMER2	2	6	0	6	8	2
HOMER3	1196	1573	1525	2435	2070	2056
HOMEZ	173	260	264	216	204	194
HOOK1	0	0	4	0	0	0
HOOK2	184	142	167	281	337	288
HOOK3	1248	1902	1865	1711	1678	1810
HOPX	46	58	40	180	124	132
HORMAD1	0	0	0	6	2	0
HOTAIRM1	7	3	6	2	1	0
HOXA-AS3	0	4	3	4	10	0
HOXA1	70	76	87	64	100	32
HOXA10	763	1066	1279	1306	985	1249
HOXA10-AS	309	386	384	340	218	356
HOXA11	442	550	486	790	641	737
HOXA11-AS	33	12	32	65	11	31
HOXA2	170	176	264	164	102	96
HOXA3	95	113	85	56	47	49
HOXA4	10	14	24	12	9	3
HOXA5	209	277	328	154	162	180
HOXA6	77	115	154	57	89	79
HOXA7	162	290	220	196	264	160
HOXA9	75	81	38	42	44	35
HOXB-AS1	4	1	5	1	0	3
HOXB13	0	4	0	0	0	0
HOXB2	136	166	158	152	112	137
HOXB3	327	354	434	235	207	226
HOXB4	214	198	247	189	190	125
HOXB5	88	54	72	25	41	46
HOXB6	271	192	285	218	190	158
HOXB7	342	438	525	456	442	393
HOXB8	34	66	54	64	56	44
HOXB9	4	10	10	6	2	4
HOXC-AS2	0	0	0	0	2	4
HOXC10	1	0	12	20	1	18
HOXC4	0	4	2	7	10	4
HOXC5	0	0	0	0	2	4
HOXC6	9	36	30	42	48	70
HOXC8	4	4	2	28	20	46
HOXC9	4	32	20	154	129	188
HOXD1	93	141	179	112	96	123
HOXD3	17	9	11	16	8	6
HOXD4	67	96	146	67	54	55
HOXD8	217	359	366	355	249	277
HOXD9	28	34	44	64	36	48
HP	0	0	0	0	0	2
HP1BP3	3359	3952	4542	2883	2761	2904
HPCA	0	2	0	0	0	0
HPCAL1	1192	1516	1786	2151	1837	2196
HPD	0	0	6	0	0	2
HPDL	28	16	24	6	2	8
HPF1	315	458	482	368	347	365
HPN	0	0	0	4	0	0
HPRT1	850	971	1175	966	882	882
HPS1	84	110	117	117	87	82
HPS3	317	436	520	344	477	491
HPS4	642	688	863	782	654	790
HPS5	469	529	677	809	653	677
HPS6	1120	1606	1808	1914	1372	2042
HPSE	146	198	270	4493	3978	4110
HPSE2	0	0	0	0	2	0
HPX	8	20	26	26	24	20
HR	2	6	14	0	0	0
HRAS	981	1199	1454	1718	1613	1457
HRC	0	0	0	2	0	0
HRCT1	4	26	13	38	46	62
HRH1	279	227	312	204	154	192
HRH4	0	2	0	0	0	0
HROB	168	253	286	144	148	152
HS1BP3	308	392	418	574	573	558
HS1BP3-IT1	1	0	0	0	0	0
HS2ST1	104	175	131	119	136	143
HS3ST1	16	34	22	54	38	24
HS3ST3B1	0	0	0	0	0	4
HS6ST1	322	306	436	148	179	210
HS6ST2	6	18	10	0	0	0
HS6ST3	12	4	8	22	8	14
HSBP1	98	108	110	111	119	122
HSBP1L1	10	40	27	16	0	10
HSCB	216	299	394	202	206	182
HSD11B1	0	0	0	2	10	2
HSD11B1L	30	73	55	78	31	58
HSD11B2	0	4	4	6	0	8
HSD17B1	4	4	12	4	0	0
HSD17B1-AS1	179	218	248	234	250	176
HSD17B10	1178	1790	1711	1090	840	900
HSD17B11	366	523	477	436	269	346
HSD17B12	348	478	486	720	648	835
HSD17B13	0	0	0	4	0	0
HSD17B14	221	252	314	448	386	376
HSD17B2	16	10	14	6	2	6
HSD17B4	3658	4588	5717	4891	4453	5079
HSD17B6	4	0	4	4	2	6
HSD17B7	290	324	500	311	240	312
HSD17B7P2	0	0	1	2	0	0
HSD17B8	14	28	48	34	12	28
HSD3B7	51	77	50	548	430	461
HSD52	4	0	0	0	0	0
HSDL1	296	423	468	392	362	281
HSDL2	440	630	454	444	393	480
HSF1	2276	3071	3151	3756	2573	3087
HSF2	327	380	524	257	229	276
HSF2BP	2	21	18	6	20	18
HSF4	12	9	14	20	14	7
HSF5	0	0	0	2	4	0
HSFX2	0	6	0	6	0	0
HSP90AA1	22603	32911	34912	26063	23078	24883
HSP90AA6P	0	2	0	1	0	0
HSP90AB1	73216	96668	109492	63023	51426	62132
HSP90AB3P	24	34	56	30	22	24
HSP90B1	31390	45030	48705	42928	36311	45057
HSP90B2P	4	0	18	8	18	14
HSP90B3P	0	0	0	0	6	0
HSPA12A	0	0	4	4	0	0
HSPA12B	96	120	115	1476	1374	1511
HSPA13	573	846	918	1435	1148	1262
HSPA14	274	309	411	250	196	250
HSPA1A	1289	1577	1857	1296	1265	1029
HSPA1B	416	648	643	427	340	502
HSPA1L	18	44	24	4	4	22
HSPA2	324	386	356	198	114	189
HSPA4	4988	7182	7964	5083	4155	5370
HSPA4L	272	553	631	629	643	642
HSPA5	21490	26456	30028	18304	15926	17144
HSPA5P1	0	0	0	2	0	0
HSPA6	4	0	2	68	16	24
HSPA7	0	0	0	6	2	2
HSPA8	75821	92064	107847	101045	79307	88370
HSPA8P1	4	6	4	6	0	2
HSPA8P4	0	0	4	0	0	0
HSPA8P7	2	0	0	0	0	0
HSPA8P8	6	8	1	0	8	6
HSPA9	15560	21298	25420	19071	16634	17803
HSPB1	15338	21336	21771	24393	17892	22906
HSPB6	54	58	30	190	214	158
HSPB7	0	0	0	0	2	0
HSPB8	246	230	409	1328	884	1270
HSPBAP1	170	101	200	64	77	88
HSPBP1	228	434	394	512	384	304
HSPD1	14667	21976	23722	15424	12418	13656
HSPD1P5	0	2	0	0	0	4
HSPD1P7	0	2	0	0	0	0
HSPE1	275	386	439	280	262	281
HSPE1P26	0	0	2	0	1	0
HSPG2	300592	402821	390039	637752	557936	576528
HSPH1	3083	4476	4641	2857	2293	2809
HTATIP2	792	1012	1264	2558	1784	2300
HTATSF1	1007	1382	1564	971	794	1078
HTD2	1	0	0	0	0	0
HTR1B	404	559	551	592	580	571
HTR1D	80	106	112	258	182	234
HTR2B	4	10	6	62	50	18
HTR4	0	0	0	4	0	0
HTR7	0	4	0	1	12	2
HTR7P1	2	13	13	0	4	6
HTRA1	5654	7344	8174	10262	8161	10201
HTRA2	1002	1296	1340	1214	1112	1242
HTRA3	272	298	397	341	252	326
HTT	4594	5913	6782	5680	4325	5774
HUS1	423	533	623	618	468	613
HUS1B	6	8	4	2	6	14
HUWE1	23889	32857	35685	27682	25717	25428
HVCN1	66	118	117	65	48	74
HYAL1	14	8	10	36	14	4
HYAL2	4209	5182	5433	6681	5856	5929
HYAL3	100	113	148	271	208	247
HYAL4	0	0	0	2	0	6
HYCC1	965	1269	1557	3453	3077	3423
HYCC2	196	203	286	255	281	264
HYDIN	0	0	0	34	2	0
HYI	1122	1552	1616	3168	2516	2497
HYKK	24	33	40	38	38	24
HYLS1	318	344	372	530	554	574
HYMAI	2	0	0	0	2	0
HYOU1	12730	17262	18102	14453	12098	12984
HYPK	73	50	47	68	46	44
IAH1	393	530	623	585	715	894
IARS1	8206	11841	13680	9109	8069	8299
IARS2	2767	3781	4436	3976	3296	3980
IARS2P1	0	0	0	0	0	2
IBA57	46	82	70	32	42	16
IBA57-DT	0	1	0	0	0	0
IBSP	0	0	0	0	0	4
IBTK	1277	1685	2099	1509	1478	1578
ICA1	1043	1176	1547	1639	1560	1888
ICA1L	30	44	63	44	28	34
ICAM1	88	136	132	595	514	519
ICAM2	5025	6738	6628	12357	10678	10830
ICAM3	126	180	156	346	296	194
ICAM4	0	0	0	0	2	0
ICAM5	0	0	0	4	8	4
ICE1	1309	1912	2220	1424	1278	1267
ICE1-DT	2	0	0	0	0	0
ICE2	605	902	1039	825	778	918
ICMT	666	961	1097	1065	1012	998
ICMT-DT	0	0	2	0	0	0
ICOSLG	6	12	8	2	4	8
ID1	446	464	577	676	606	640
ID2	50	64	102	48	18	76
ID2-AS1	0	2	0	0	0	2
ID3	1730	2608	2611	2828	2400	2532
IDE	1720	2620	2813	3038	2393	2871
IDH1	1292	1891	2145	2137	1952	1960
IDH1-AS1	0	0	0	0	0	2
IDH2	7311	9675	10505	7698	6688	6740
IDH3A	662	780	938	873	681	921
IDH3B	3652	5355	5230	5550	4862	4874
IDH3G	2117	2694	2722	2603	1933	1912
IDI1	471	612	620	446	352	392
IDI2-AS1	0	5	2	0	0	0
IDNK	24	19	46	18	28	14
IDO1	2	0	1	0	4	0
IDS	541	672	821	824	735	822
IDUA	296	362	338	888	612	829
IER2	271	401	382	374	298	316
IER3	2950	3992	3944	1726	1164	1320
IER3IP1	31	44	63	76	54	63
IER5	402	534	630	494	454	418
IER5L	62	156	104	64	36	36
IFFO1	452	522	589	892	754	668
IFFO2	1126	1456	1500	1302	1414	1413
IFI16	4277	6394	6713	6641	4889	6376
IFI27	155	274	302	6852	5564	4623
IFI27L1	90	84	116	104	101	140
IFI27L2	68	102	85	278	344	374
IFI35	80	87	110	249	194	183
IFI44	144	120	170	549	467	415
IFI44L	14	12	10	276	244	232
IFI6	54	84	51	921	594	432
IFIH1	88	136	146	552	435	411
IFIT1	4	0	12	206	128	166
IFIT2	8	8	4	40	40	48
IFIT3	24	10	8	56	60	60
IFIT5	80	74	86	316	298	270
IFITM1	21	13	21	72	46	53
IFITM10	0	0	0	0	0	2
IFITM2	3018	4164	4173	9356	7389	8571
IFITM3	6044	9040	9558	23782	19495	20622
IFITM9P	0	1	0	0	0	0
IFNAR1	679	873	1022	1144	1015	1144
IFNAR2	74	62	86	56	47	57
IFNAR2-IL10RB	1	0	3	1	2	0
IFNE	12	24	14	20	30	34
IFNGR1	825	965	1128	1019	1012	937
IFNGR2	2840	3609	3883	4874	3504	4878
IFNLR1	0	0	4	0	0	0
IFRD1	9	11	30	17	6	4
IFRD2	1880	2626	2760	2233	1844	1992
IFT122	1345	1559	1944	1323	1132	1391
IFT140	505	768	702	709	667	689
IFT172	1420	1877	2168	1726	1386	1417
IFT20	358	428	449	306	308	320
IFT22	410	538	566	654	546	580
IFT25	281	407	415	428	232	262
IFT27	289	442	538	472	427	392
IFT38	182	220	252	225	223	210
IFT43	893	872	1210	1136	982	1199
IFT46	746	867	1130	1130	954	1202
IFT52	781	988	1197	1116	889	1301
IFT54	374	571	510	305	299	459
IFT56	162	289	342	218	173	245
IFT57	457	717	758	703	642	745
IFT70A	123	88	103	80	90	80
IFT70B	88	100	90	78	120	118
IFT74	194	250	269	200	142	173
IFT80	68	97	147	132	72	116
IFT81	221	324	328	308	191	319
IFT88	233	412	462	264	244	283
IFTAP	144	201	249	266	222	288
IGBP1	644	768	866	526	523	638
IGDCC3	2	0	0	0	0	0
IGDCC4	0	0	2	0	0	2
IGF1	0	0	0	0	26	6
IGF1R	4103	4982	5813	2903	2566	3008
IGF2	53	63	49	26	25	25
IGF2BP1	1868	2520	2678	1478	1234	1495
IGF2BP2	3922	4682	5214	2412	2257	2117
IGF2BP3	2825	4516	4474	5146	4662	5405
IGF2R	7466	8797	9582	5064	4203	5094
IGFBP1	20	8	32	0	0	2
IGFBP2	655	958	1000	2010	1567	1953
IGFBP3	66	36	54	16	12	18
IGFBP4	4183	5436	5285	2048	1758	1909
IGFBP5	0	0	2	2025	2054	1505
IGFBP6	128	196	148	1555	1192	1387
IGFBP7	4204	5739	6017	13955	13147	12866
IGFBP7-AS1	0	10	2	4	6	2
IGFBPL1	2	0	0	2	0	0
IGFLR1	0	0	0	0	3	4
IGHA1	0	0	10	0	10	1
IGHEP2	0	0	2	0	0	0
IGHG1	0	0	0	26	0	4
IGHM	0	6	0	0	0	2
IGHMBP2	562	703	857	1021	689	788
IGHV3-15	0	0	2	0	0	0
IGHV3-30	0	2	0	0	0	0
IGHV3-48	0	0	0	0	0	1
IGIP	14	10	18	14	32	30
IGKC	0	5	6	0	0	0
IGKV1-17	0	1	0	0	0	0
IGKV1OR-2	0	0	1	0	11	1
IGKV1OR2-1	0	0	0	9	6	7
IGLC2	0	0	0	0	0	14
IGLC3	0	0	0	20	0	0
IGLON5	2	6	0	2	6	0
IGLV1-40	0	0	2	0	0	0
IGLV1-44	0	0	0	10	0	0
IGLV1-51	1	0	2	0	0	0
IGSF1	0	0	0	80	116	102
IGSF10	0	4	0	6	0	0
IGSF11	0	0	0	2	0	4
IGSF22	0	0	0	0	4	4
IGSF23	0	0	0	4	3	16
IGSF3	22	44	26	18	14	14
IGSF3P2	0	0	2	2	0	0
IGSF5	0	0	0	8	4	0
IGSF8	142	182	217	204	170	162
IGSF9	0	2	2	0	0	0
IGSF9B	4	3	8	0	2	0
IHH	0	0	0	0	0	3
IHO1	26	35	12	30	38	42
IK	3796	5214	5833	3341	2981	3839
IKBIP	841	1132	1197	1115	970	1046
IKBKB	1146	1582	1968	1642	1161	1466
IKBKB-DT	0	0	0	4	0	0
IKBKE	499	644	668	386	405	399
IKBKE-AS1	0	0	2	0	0	0
IKBKG	136	254	274	240	220	196
IKBKGP1	0	0	2	0	0	0
IKZF1	0	0	4	0	0	0
IKZF2	6	6	2	56	84	58
IKZF4	42	59	42	25	26	29
IKZF5	223	318	344	176	147	188
IL10RA	0	0	2	78	44	57
IL10RB	35	29	40	54	41	23
IL11	0	0	0	6	0	0
IL11RA	6	10	2	0	5	0
IL12A	12	24	12	0	12	2
IL13RA1	1055	1428	1526	1666	1336	1638
IL13RA2	0	0	10	18	8	4
IL15	6	20	12	48	46	52
IL15RA	305	314	323	472	459	444
IL16	18	18	16	112	50	76
IL17C	0	0	0	2	0	4
IL17D	20	24	26	34	12	10
IL17RA	1908	2209	2245	1375	1244	1450
IL17RC	10	25	29	7	15	15
IL17RD	44	40	58	4	18	8
IL17RE	16	22	16	12	10	12
IL17REL	0	2	0	0	1	2
IL18	2	2	10	0	0	0
IL18BP	75	97	106	116	142	85
IL18R1	69	104	132	186	110	164
IL18RAP	0	0	0	2	2	3
IL1A	16	8	14	119	104	98
IL1B	0	4	0	2	2	0
IL1R1	122	204	162	278	238	280
IL1R2	0	0	0	10	0	2
IL1RAP	88	134	132	156	109	148
IL1RAPL1	28	48	56	12	30	24
IL1RAPL2	0	0	0	0	0	4
IL1RL1	3617	4741	5413	15399	12685	15764
IL1RL2	0	2	4	0	2	0
IL20RB	10	8	16	7	18	32
IL21R	0	0	0	0	0	6
IL23A	0	0	0	2	2	0
IL23R	2	0	0	0	0	0
IL27RA	108	134	118	208	178	156
IL2RB	4	0	0	2	0	0
IL31RA	91	78	99	42	22	28
IL32	413	603	593	5425	3977	4719
IL33	206	195	286	136	52	136
IL34	10	6	10	0	0	6
IL36A	0	0	0	0	6	0
IL36G	0	0	0	0	0	4
IL4I1	56	94	80	162	234	226
IL4R	1417	1685	1867	1502	1329	1450
IL5	0	0	0	0	0	1
IL6	49	78	112	238	163	140
IL6-AS1	0	1	0	0	3	0
IL6R	122	75	118	176	132	190
IL6ST	8254	12641	13461	8942	7705	8401
IL7	0	0	0	6	0	0
IL7R	94	99	107	50	48	54
ILDR2	0	0	0	4	2	2
ILF2	9146	12603	14091	6566	5535	6253
ILF3	7914	10485	11453	6712	6008	7144
ILF3-DT	8	16	7	0	6	8
ILK	7027	9937	10075	16002	12568	14660
ILKAP	725	1044	929	745	551	577
ILRUN	1230	1758	1876	1648	1374	1440
ILRUN-AS1	5	0	2	0	2	0
IMMP1L	39	92	64	73	69	46
IMMP2L	99	98	125	93	78	65
IMMT	3942	5115	5882	3874	3350	3590
IMP3	279	388	420	274	192	190
IMP3P2	0	2	0	0	0	0
IMP4	1483	1990	1958	2182	1561	1860
IMPA1	258	422	444	470	358	450
IMPA2	43	52	70	12	20	17
IMPACT	413	618	664	970	713	871
IMPDH1	4309	6017	5943	9213	7638	7875
IMPDH1P10	0	2	0	0	1	0
IMPDH2	2	19	10	12	5	9
IMPG2	53	48	133	8	48	16
INA	0	10	0	2	0	0
INAFM1	8	30	30	32	4	32
INAFM2	24	34	18	24	36	20
INCA1	6	4	12	4	2	2
INCENP	1548	2132	2128	1279	1174	1287
INE1	5	1	11	9	0	0
INF2	5223	6541	7081	10155	7328	9212
ING1	100	122	157	56	64	64
ING2	165	214	228	180	152	143
ING2-DT	0	2	0	0	0	2
ING3	324	538	626	517	278	408
ING4	362	476	539	305	257	326
ING5	220	302	321	176	150	122
INHA	0	2	0	0	4	6
INHBA	124	172	124	274	344	262
INHBB	46	34	24	0	0	0
INHBC	2	2	0	0	0	0
INIP	165	145	234	82	108	132
INKA1	92	81	109	124	96	98
INKA2	113	186	177	143	178	166
INKA2-AS1	6	1	6	2	2	2
INO80	1447	1859	2286	1909	1734	1788
