gene_symbol	logFC	p_value	adj_p_value	direction
CD1B	0.1831665625	0.00184409552227885	0.00631768253406542	up
CHMP2B	-0.170748125	0.0018442202574091	0.00631768253406542	down
TTC21B	-0.20637	0.00185147381039992	0.00634138942475105	down
EXTL3	-0.16313125	0.00185348148843018	0.00634712363607262	down
CYB5D1	-0.189803125	0.00185889885008374	0.00636375790111572	down
ABCA6	0.4014865625	0.0018590077197606	0.00636375790111572	up
NDNF	-0.3015775	0.00186199982119352	0.0063728542702349	down
PLXDC2	-0.15401875	0.00186798795201226	0.00639219969267337	down
BBS10	-0.317805625	0.00186955503068867	0.00639641216953037	down
SLC10A4	-0.182487187499999	0.00187003554077444	0.00639690626304096	down
SSB	-0.144476875000001	0.00187338487742966	0.00640721192670598	down
NUP214	0.0989153124999996	0.00187523673157385	0.00641239322889779	up
TMEM266	0.1607440625	0.00187616113672197	0.00641440181699827	up
MRPL30	-0.125662812499999	0.00187761502343297	0.00641821960147267	down
ZNF626	-0.2134990625	0.00188131578664744	0.00642971509557565	down
MTX2	-0.20002375	0.0018821239929697	0.00643132243414584	down
MAP4K1	0.2492375	0.00188471460373905	0.00643901867761002	up
RINL	0.1547784375	0.00188677686334423	0.00644490740129769	up
RAB3IL1	0.1508696875	0.00188718659545342	0.00644515027297058	up
ARHGAP17	0.122715	0.0018876675554129	0.00644538598153521	up
TRIM27	0.0966859374999997	0.00188793289796978	0.00644538598153521	up
FAM129B	0.156229062500001	0.00188867386223863	0.00644675925753009	up
PHLPP1	-0.0956956249999999	0.00188969893079921	0.00644822938885786	down
SLC40A1	0.275564375	0.00189005228359274	0.00644822938885786	up
CDKN2A	0.191069375	0.00189012093524079	0.00644822938885786	up
PSMC4	0.0949215625000002	0.00189107354286056	0.00645032307191128	up
SNAP91	-0.2166021875	0.00189626251643326	0.00646652145652629	down
NCK1	0.152215	0.00189650201073555	0.00646652145652629	up
TAF1	-0.158791874999999	0.00190588214061302	0.0064973409962901	down
ZNF555	-0.14517	0.00190689999292539	0.00649964677029886	down
ATP2C1	0.119488125	0.00191250664751522	0.00651660201889963	up
KDM4A	0.0926328125000001	0.00191255918024344	0.00651660201889963	up
WAC	-0.1312996875	0.00191339225323229	0.00651810677443967	down
RSPH9	0.1264159375	0.00191368573822145	0.00651810677443967	up
PTPN20	-0.2244415625	0.00191606051676683	0.00652502770005782	down
LOC100134868	-0.226261562499999	0.00191729340723749	0.00652702396133808	down
SLC9A1	0.12703125	0.00191733257856571	0.00652702396133808	up
OSGIN2	-0.164777500000001	0.00192120850564351	0.00653904890699446	down
RAB27A	-0.16403875	0.00193299076789637	0.00657797484093895	down
RGS22	-0.242545624999999	0.0019349707315939	0.00658353556210704	down
PPL	-0.183582812499999	0.00193613423250536	0.0065853768993407	down
SEC62	-0.218428125	0.00193620391576265	0.0065853768993407	down
NUDC	-0.1259690625	0.00193941351075152	0.00659511476686325	down
TGFBR1	-0.123150000000001	0.0019405391763599	0.00659776386989245	down
GATS	-0.12408375	0.00194095053295887	0.00659798383529311	down
METAP1D	-0.2430240625	0.0019450789777698	0.00661083717569511	down
BTBD11	0.1251675	0.00194603280829864	0.00661289813253846	up
MELTF	0.20473	0.00194829684140657	0.00661842550715674	up
CREM	0.1829146875	0.00194835486347918	0.00661842550715674	up
SEMA4C	-0.194087187499999	0.00194905899461742	0.00661963594656554	down
DOPEY1	-0.220195312499999	0.00195488778435355	0.00663824785006263	down
LRIG1	-0.24512625	0.00195678094339256	0.00664349120506432	down
WWOX	-0.114159374999999	0.00196018578969868	0.00665386412258515	down
RBPJ	0.159146249999999	0.00196065430670642	0.00665426772816393	up
KMT2E	-0.1303028125	0.00196197597995143	0.00665756620189259	down
RNF122	0.2068225	0.00196415223193714	0.00666376282182879	up
PPP1R16B	0.203636875	0.00196532921202889	0.00666656761585205	up
RSRC2	-0.123820000000001	0.00196626165800023	0.00666854207710589	down
SLC25A38	-0.1289359375	0.00196757801846056	0.006671817642145	down
STC2	0.224570624999999	0.00197323077272031	0.00668979360477124	up
LINC00526	-0.1297909375	0.00198029693033574	0.00671255413625649	down
DNAL1	-0.225036875	0.00198152431811449	0.00671551858024805	down
CAND2	-0.1531234375	0.00198398607683894	0.00672266458972326	down
LAMB2	-0.205293125	0.00198749285764821	0.00673248794997666	down
ARHGAP1	-0.220491562499999	0.00198759259133709	0.00673248794997666	down
PCOLCE	0.193472812499998	0.00199011657710587	0.00673983786691389	up
GUCY1A3	-0.301111875	0.00199588745209771	0.00675817930542176	down
NAMPT	0.4008659375	0.00199645340831818	0.00675836525287942	up
ZNF491	-0.181209375	0.00199665254121478	0.00675836525287942	down
FIBP	0.116103437499999	0.00199857841489323	0.00676368118255028	up
ST3GAL2	0.121549687499999	0.0019996251941506	0.00676602067915882	up
RRAGB	-0.1801078125	0.00200014343267247	0.00676657126805103	down
ACAA1	0.1194184375	0.00200087927888115	0.00676785770658342	up
C19orf48	0.126678125	0.00200123643530392	0.00676786301939225	up
SLC44A3	-0.1819309375	0.00200520310534772	0.006780072962175	down
ABRA	-0.25569625	0.00200685033410996	0.00678443737284455	down
RANBP2	-0.141585624999999	0.0020076814521793	0.00678604174735012	down
MOB1A	0.15720125	0.00200965287861869	0.00679149915460753	up
KCNE4	-0.2699278125	0.00201032188410078	0.00679255395350436	down
WRN	-0.2139321875	0.00201234725682447	0.0067981905110295	down
HPS3	0.149886874999998	0.00201347769208387	0.00680080229164726	up
CCL28	-0.2121365625	0.00201388939588923	0.00680098596024835	down
ZSCAN18	-0.17899875	0.00201708427512924	0.00680944153936105	down
SMARCA2	-0.142371562499999	0.00201710877943139	0.00680944153936105	down
NUAK1	-0.269702812499999	0.00201892948043661	0.00681437928731156	down
ETFDH	-0.168320937499999	0.00202645254085885	0.00683855872520684	down
TBPL1	-0.1705321875	0.00202951157783927	0.00684766776476065	down
CALM1	-0.1345040625	0.00204205457904994	0.00688876724619947	down
KIAA1143	-0.1328753125	0.00204265315824765	0.0068895654015466	down
DNAH5	-0.0985796874999998	0.00204344874471774	0.00689102763256782	down
LOC613266	0.142370937499999	0.00204463670325598	0.00689381228929515	up
ZNF155	-0.1733840625	0.00204855135827688	0.00690578781475095	down
GUCY1B3	-0.240183750000001	0.00205105903239511	0.0069130169228929	down
TRIM59	-0.182279999999999	0.00205200832435963	0.00691499193299166	down
SLITRK1	-0.2795690625	0.00205257705333487	0.00691568402480484	down
FER	-0.203821875	0.0020534081126319	0.00691725957658812	down
NCAM1	-0.308616875	0.0020549803250286	0.00692133083105102	down
ZNF510	-0.199814062499999	0.00205730661932296	0.00692794000098617	down
CREB1	-0.120968124999999	0.00205827613732035	0.0069299787230883	down
MBD2	0.0918146874999999	0.00206380272235251	0.006947357130268	up
KIF2C	0.1836878125	0.00206456732290927	0.00694870200829921	up
DLX2	-0.154659375	0.00206674300433552	0.00695479483760925	down
USP10	0.1133378125	0.00207161156632507	0.00696994572067616	up
CXCL9	0.486784999999999	0.00208028119091688	0.00699787767881248	up
CCDC171	-0.2998040625	0.00209842342978438	0.00705644343516403	down
RAB30	-0.2916765625	0.00209843271386688	0.00705644343516403	down
B4GALT6	-0.18175	0.00209941416744519	0.00705849670534965	down
KRT14	0.287156875000001	0.00210125804742344	0.0070634483250813	up
ERO1B	-0.1524215625	0.00210386966086708	0.00707097850172755	down
NOA1	-0.0966203125000003	0.00211088899032373	0.0070933174704858	down
CLIP1	-0.142711249999999	0.00211333779477172	0.00710029271807418	down
APH1B	0.1641740625	0.0021223740834678	0.00712939391645651	up
FAM162A	-0.1362221875	0.00212607820804604	0.00714057641322398	down
KCNB1	-0.134974375	0.00213648873283873	0.00717427488569506	down
HIPK3	-0.12743125	0.00214417142428624	0.00719880309021697	down
RB1CC1	-0.17002375	0.00215250480556292	0.00722550687200689	down
SHF	-0.1432346875	0.00215417225378446	0.00722982904360423	down
SSX5	-0.108241875	0.00215711744127013	0.00723843728132834	down
UACA	-0.290007812499999	0.00216083872000407	0.00724964628200906	down
MED25	0.1351640625	0.00216757979465719	0.00727098100664617	up
ZC3HC1	-0.107108124999999	0.0021704116719262	0.00727919741881434	down
NACAD	-0.125466875	0.00217102878667031	0.00727998430174347	down
LOC440300	-0.164451875	0.00217865085810204	0.00730425608283532	down
PRIMPOL	-0.194184999999999	0.0021812518537691	0.0073116883643514	down
HSPA12A	-0.13188875	0.00218306882153095	0.00731649038214451	down
MIR186	-0.39704375	0.00218665033744409	0.00732720349869251	down
TUBA4A	-0.14327	0.00218887513336924	0.00733336743767238	down
FCRL3	0.2126640625	0.0021926183105383	0.00734461532989712	up
LINC00189	0.249943749999999	0.00219423443021623	0.00734873551122745	up
CXorf23	-0.235485	0.00219501684198046	0.00735006255338038	down
ETFBKMT	-0.1796578125	0.00219567519712053	0.00735097379539051	down
ZNF70	-0.181666875	0.0022044674657166	0.00737911172616672	down
HNRNPAB	0.0792253125000013	0.00220845993080833	0.00739117599139702	up
SERINC3	-0.150690625	0.00220927052102502	0.00739258892873931	down
LINC00982	-0.191480625	0.00221237417404387	0.00740105877607458	down
NOS3	0.144791250000001	0.00221257943760124	0.00740105877607458	up
LAMB3	0.15771875	0.00221637227358556	0.00741244306504201	up
HBS1L	-0.197524062500001	0.00221723377331514	0.00741402150518394	down
RGS13	0.31760125	0.00221795400083758	0.0074151270855334	up
TKTL1	0.206157187499999	0.00222016954289152	0.0074212305777756	up
ATF6	0.105643437499999	0.00222088775870538	0.00742188691862752	up
SUCO	-0.139781562499999	0.00222114579354292	0.00742188691862752	down
YPEL1	-0.132399374999999	0.00222354673619155	0.00742860541160851	down
SRA1	0.118781875	0.00223031365959435	0.00744934492729938	up
C10orf55	0.1603453125	0.0022305373162759	0.00744934492729938	up
HCG8	0.1894734375	0.00223359165837051	0.0074582368480291	up
MAATS1	-0.251570937499999	0.00225149242044824	0.00751669097323127	down
COPS6	-0.1266828125	0.00225309956969371	0.00752073730445115	down
PRKCSH	0.1147671875	0.00225357834143655	0.00752101640760334	up
ERGIC1	-0.1122075	0.00225557338693744	0.00752635488667257	down
ZNF546	-0.155971875	0.00225815414195484	0.0075336455361659	down
COMT	0.1601590625	0.00226168354443679	0.00754409794974857	up
DCAF15	0.14052625	0.0022620892734738	0.0075441291645395	up
H2AFY2	0.124503125	0.00226431451694824	0.00754980598991184	up
TRIM11	0.122232812499999	0.00226458479464124	0.00754980598991184	up
MTERF2	-0.1450171875	0.00227329337875264	0.00757751188753048	down
ST6GALNAC4	0.0904771875000001	0.00227977222515211	0.00759777705503767	up
C5orf30	-0.1888240625	0.00228470001725967	0.00761286684672675	down
ACSM1	-0.1188334375	0.00228722319447841	0.00761994032216131	down
AP1S2	0.156638125000001	0.00228866999254601	0.00762238482222562	up
SNORA36C	0.1824925	0.00228875790779275	0.00762238482222562	up
FAM43A	0.1615596875	0.00229023676753854	0.00762569586109017	up
GDE1	0.162493125	0.0022905534197369	0.00762569586109017	up
NOXRED1	0.14547375	0.00229520794617872	0.0076398553409618	up
KLHDC3	-0.128345937500001	0.00230361780458015	0.00766650772417802	down
SMPD3	0.165981875	0.00230486018479778	0.00766930138063918	up
LRRC59	0.108576562500001	0.00231521569252337	0.00770241221391319	up
ABCG1	0.341062812499999	0.00231752416127359	0.00770874473287664	up
SERINC2	0.145431874999999	0.00232162014811374	0.00772101979364822	up
OXTR	-0.2236	0.00232770278506652	0.00773989642001592	down
KSR1	0.120060937500001	0.0023285370578685	0.00774131804758274	up
PRG4	0.581439999999999	0.00233126404270382	0.00774903047935413	up
FSD1L	0.171211875	0.0023342900758384	0.00775773406904701	up
MAP4K2	0.1744221875	0.00234521975116362	0.00779269684425581	up
BOD1	-0.125696875	0.00235791674905546	0.00783351884879955	down
HMGCS1	-0.316525	0.00236188621173573	0.0078453368705002	down
FKBP14	-0.2394121875	0.00236239079706644	0.00784564369927858	down
LPIN2	0.1132109375	0.002364434215863	0.00785106008906498	up
PRCC	0.103363125	0.00236773407468316	0.00786064584745241	up
AP3D1	0.121293749999999	0.00237068750297107	0.00786907834740989	up
MIDN	0.170932812499999	0.00237337147878422	0.00787661366272015	up
SYP	-0.164860625	0.002375081765771	0.0078809154895257	down
ZNF460	-0.1168540625	0.00237846389915894	0.00789076231352487	down
ANKRD12	-0.221669374999999	0.0023864228053565	0.00791578690386026	down
UPF3B	-0.2064865625	0.00238832771850073	0.0079193225990574	down
LNPK	-0.150344374999999	0.0023886802137353	0.0079193225990574	down
PRKD3	-0.1577190625	0.00238873698529862	0.0079193225990574	down
URB1	-0.188020624999999	0.00239237862008552	0.00793001432882057	down
ZBTB21	-0.172153749999999	0.00239343063339233	0.00793212001486267	down
TNRC6C	-0.233908125	0.00239735524989925	0.00794374346645759	down
RAB5A	-0.1064625	0.00240566659290414	0.00796954252588996	down
TNKS1BP1	-0.1531390625	0.00240609285991333	0.00796954252588996	down
KMT2D	0.124463125	0.00240639735702672	0.00796954252588996	up
FAM60A	0.21723125	0.00240802778184859	0.00797322357871546	up
DUT	-0.1373703125	0.00240834667966349	0.00797322357871546	down
NNT	0.1137403125	0.00241254949734096	0.0079857486231114	up
C19orf47	-0.147520312500001	0.00241351188152806	0.00798754506018494	down
SRSF7	0.169734062499999	0.00241433557957578	0.00798888196906567	up
LRRC15	0.2018121875	0.0024174945968741	0.00799794449197022	up
ZNF585B	-0.1668090625	0.00242304363361861	0.00801490953748052	down
CYB5A	0.194559687500001	0.00242362985387698	0.00801545560535892	up
FZD3	-0.2742175	0.00242852697310137	0.00803025605959667	down
SERINC1	-0.18737	0.00243310196411182	0.00804398639620293	down
ASIC1	0.16668125	0.00243787913368577	0.00805838026249413	up
LRFN3	-0.151604999999999	0.0024453026681243	0.00808151513846326	down
NDUFAB1	-0.14272875	0.00244762321574243	0.00808777997660168	down
CDKN2C	-0.1249690625	0.00245499778213559	0.00811073993879302	down
CD79B	0.1454109375	0.00245809819405089	0.00811957357295569	up
ZNF876P	-0.17669375	0.00246786843794769	0.00815043206306756	down
ZNF189	-0.1509371875	0.00246875107126122	0.00815193253631417	down
KIAA1107	-0.205825	0.00247140217580051	0.00815670215823011	down
TMEM72	0.151864375	0.00247147552445245	0.00815670215823011	up
ZNF425	-0.0891200000000004	0.0024714811824995	0.00815670215823011	down
UNC119B	-0.1595771875	0.00247639263769317	0.00817149463821327	down
ZSCAN21	-0.1343521875	0.0024780846724663	0.00817566052540321	down
SRSF10	-0.1407996875	0.00248533655255448	0.00819816474952677	down
NFAT5	-0.176711875	0.00248654563610683	0.00820073177820505	down
ABCD1	0.1683634375	0.0024947641521033	0.00822641131444595	up
POLD3	0.13853875	0.00249741700169902	0.00823373251227048	up
RRAGD	0.268919062499999	0.00250025508941195	0.00824166177983681	up
GLYCTK	0.11880375	0.00250448286495743	0.00825416837553849	up
RHEBL1	0.129715625	0.00250524665543734	0.00825525616221242	up
UBE2D1	0.22593625	0.00251427977247965	0.00828234726318435	up
OGFOD1	-0.1427921875	0.00251433838526135	0.00828234726318435	down
TMEM255A	0.482059999999999	0.00251529147508062	0.00828405306198469	up
NUDT14	0.1864484375	0.00252117131944363	0.0083019816129707	up
TRAT1	0.3816609375	0.00252345722478309	0.00830807150307846	up
B3GALT1	-0.1525228125	0.00252449299289165	0.00830996131049479	down
ENOSF1	0.1548075	0.00252490444273585	0.00830996131049479	up
GOLGA4	-0.1480528125	0.00252631608113487	0.0083131697739004	down
UBE2Q1	0.0932409375000001	0.00252687196142803	0.00831356163212788	up
FBXO7	0.0854562499999996	0.00252819174827377	0.00831646621930428	up
AFF4	-0.161477499999999	0.00253143318328616	0.00832568995636523	down
CARS2	0.0996849999999991	0.00253494398014227	0.00833503366211932	up
BBS12	-0.169286875	0.00253514999579723	0.00833503366211932	down
SNORD115-24	-0.1879215625	0.00254237599642367	0.00835567719146099	down
SENP8	-0.119877499999999	0.00254250785093302	0.00835567719146099	down
SNORD114-2	-0.334665624999999	0.0025427458778407	0.00835567719146099	down
CHD9	-0.157245625000001	0.00254399730682527	0.0083583464078725	down
EPDR1	-0.166466875	0.00254659300735723	0.0083654305676614	down
DPY19L4	-0.188958437500001	0.00254975504416567	0.00837437234781799	down
SGPP1	0.1395878125	0.00255127092962973	0.00837790538365126	up
SMPDL3A	0.4707965625	0.00255830155123072	0.00839954345774957	up
FAM69A	-0.174591875	0.00255886167696004	0.00839993347664373	down
HUS1	0.1022121875	0.00256487544224092	0.00841822284741703	up
GRHPR	-0.0919431249999999	0.00257091383304391	0.00843658672143529	down
SCN1B	0.152124375	0.00257239266653755	0.00843998442030842	up
TMEM205	0.142573124999999	0.00257412005560058	0.00844419631476143	up
IFT57	-0.212051249999999	0.00257765424409584	0.00845433279818648	down
PDCD2L	-0.136215625	0.00257829979926816	0.00845433577729948	down
FOXM1	0.197192500000001	0.0025785435394958	0.00845433577729948	up
NAA30	-0.0992543749999988	0.00258373435582354	0.0084698959687202	down
ZNF133	-0.11633	0.00258748141862727	0.00847816008770251	down
CCDC113	-0.18978625	0.00258756805703375	0.00847816008770251	down
CCT8	-0.0914128124999998	0.00258759165394125	0.00847816008770251	down
VENTX	0.2059090625	0.0025939949294141	0.00849665693702485	up
CD55	-0.2935903125	0.00259420186045833	0.00849665693702485	down
KATNB1	0.114806875	0.00259465976861507	0.00849665693702485	up
ZCCHC7	-0.106950625	0.00259502268559478	0.00849665693702485	down
CYSLTR1	0.353404375	0.0025957725597943	0.00849765034925436	up
DUSP4	0.211306874999999	0.00260716890196853	0.00853349023407858	up
FBXO6	0.1320134375	0.00262077101341365	0.0085765362273559	up
ZFX	-0.178181250000001	0.0026240070133451	0.00858564990287044	down
GFRA2	0.2627203125	0.00262464534539039	0.00858626243706003	up
MAPKBP1	-0.1448059375	0.00263159475903592	0.00860751727938317	down
GNA14	0.1491746875	0.00263610735704217	0.00862079576058139	up
BMS1	-0.1230575	0.00264749724944675	0.00865655645915136	down
LTA4H	0.19683	0.00264829993748961	0.0086576936980831	up
ERP29	0.1297965625	0.00265018129387095	0.00866177781670016	up
CNR2	0.158691875	0.00265045941283359	0.00866177781670016	up
LPAR2	0.15989	0.0026536703135504	0.0086707823309536	up
SUGT1P1	-0.121308125	0.00265936837410786	0.00868790907387485	down
KLF3	0.104945625	0.00266338495470077	0.00869953764249523	up
CCNYL1	0.1390353125	0.00266518820065972	0.00870393394357524	up
CARF	-0.201238125000001	0.00266570023598029	0.008704112642205	down
GABRB2	0.2851959375	0.00267239585394623	0.00872447860860353	up
SH3RF2	-0.178048437499999	0.00267815169870632	0.0087417700705672	down
UBE2T	0.1947571875	0.00268015448278205	0.0087468073166651	up
PRPF40B	-0.2135790625	0.00268619851929604	0.00876502938758128	down
CADM3	0.382884687500001	0.00268929650946102	0.00877246156799661	up
CUL4B	-0.147586562500001	0.00268939805859613	0.00877246156799661	down
KLHL28	-0.137913125000001	0.00269185615234881	0.00877897500816569	down
HOXB7	0.125282187499999	0.00269431843913936	0.00878549988900795	up
MAPK10	-0.254855	0.00269710948051228	0.00879309433754544	down
ZMYND12	0.1172759375	0.00270399605208208	0.00881403611222439	up
PRICKLE1	-0.161998125	0.00271443380494807	0.00884654428246175	down
PTMS	-0.170900624999999	0.00271594872722373	0.00884996612313803	down
AP2B1	0.0983053124999996	0.00271962282031773	0.00886042128365412	up
RIPK1	0.103195	0.00272051588635504	0.00886181394232336	up
DGKH	-0.18858125	0.00272218640727634	0.0088657381741428	down
NR1D1	-0.228237187499999	0.00272286220551111	0.00886642196022121	down
SOCS2	-0.1616815625	0.00272577150066642	0.00887437717622032	down
CAMK4	0.225268437499999	0.00272707302506456	0.0088770960981792	up
MAN1B1	0.11067	0.00273574287306347	0.00890379516125463	up
CABIN1	0.100900625	0.00273632614345701	0.0089041708819315	up
LRRC66	-0.186736875	0.00273753130697311	0.00890656980608875	down
EAPP	-0.145182812499999	0.00273991959355546	0.00891281654830646	down
ADAMTS10	-0.156877499999999	0.00274638349139482	0.00893113795128616	down
ESYT3	-0.1741596875	0.00274661872211419	0.00893113795128616	down
ACTR2	0.110531249999999	0.00274695957373137	0.00893113795128616	up
JADE3	-0.149070625	0.00274790633935587	0.00893269024030063	down
KIAA1109	-0.20166375	0.00275209127589015	0.0089447666075849	down
ZDHHC24	0.158094062500001	0.00275315329060622	0.00894669055491005	up
OSBP	-0.1077565625	0.00275374068050207	0.00894707176032705	down
ALDH16A1	0.132286875	0.00275591508084796	0.00895260824949297	up
UBE2R2	0.100606875	0.00276311883502071	0.00897447794999132	up
ZDHHC17	-0.15192	0.00276550483679529	0.00898069502793461	down
BMS1P21	-0.192911874999999	0.00276626672604552	0.00898084564436254	down
PIGG	0.1076590625	0.00276649493053631	0.00898084564436254	up
CAP1	0.0681281250000001	0.00276841736285991	0.0089855538313971	up
AHCY	0.141805625000001	0.00276930233938221	0.00898577533709523	up
RAB3B	0.11803125	0.00276942983909003	0.00898577533709523	up
DNAJC14	0.1052346875	0.00277177025251798	0.00899183623933437	up
CDA	0.1707396875	0.00277750881912611	0.00900891706789831	up
KLK4	0.171698125	0.00278175219181843	0.0090211432044437	up
GABRR1	-0.3016046875	0.00278276664295126	0.00902289565848233	down
NAA35	-0.136909375	0.00279743113035016	0.00906889911496417	down
RNASEH1	-0.120865625	0.00280095006411494	0.00907876065570498	down
MARCH6	-0.155150937500001	0.00280353250695816	0.00908558389322914	down
RFWD2	0.162829687499999	0.00281683156267038	0.00912712889552354	up
HNRNPF	0.1236759375	0.00282091421557443	0.00913880174723882	up
ERP44	0.1123878125	0.00282395619762766	0.00914709978036882	up
DOCK7	-0.150044062499999	0.00282533909747576	0.00915002195716458	down
LRRC70	0.255119062499999	0.0028262977588898	0.00915027630986265	up
NRCAM	0.2035703125	0.00282637915334853	0.00915027630986265	up
CASP8AP2	-0.1725578125	0.0028401719528847	0.00919336611892082	down
HPSE	0.217252812499999	0.00284210095104316	0.00919804580874076	up
P2RY1	0.213230000000001	0.002848490497665	0.00921715736859197	up
NLGN3	-0.122746562499999	0.00285553887049384	0.00923839390142943	down
DISP1	0.160252187499999	0.00286262419172729	0.0092597427330295	up
SQSTM1	0.14984625	0.00286421968113585	0.00926245077548322	up
SZRD1	-0.108943437500001	0.00286443468000285	0.00926245077548322	down
R3HCC1	-0.116284687499999	0.00286717325252585	0.00926966786726763	down
PLCD4	-0.146368125	0.00286764064532506	0.00926966786726763	down
LYRM1	-0.154738125000001	0.0028740391679708	0.00928877355815729	down
OTUD3	-0.143914375	0.00287504157369607	0.00929043569985693	down
MIR125B1	-0.179720625	0.00288421887766656	0.00931743967174558	down
DIRAS2	0.1283390625	0.00288437737329506	0.00931743967174558	up
AFDN	-0.2074159375	0.00288584846171716	0.00932060983741096	down
MAP3K4	-0.121711562500001	0.00288945862301988	0.00933068645604638	down
SMARCAL1	0.0992443749999996	0.00289624049158402	0.00935100004687339	up
THG1L	-0.1260615625	0.00290214024806426	0.00936845918273525	down
KIF3B	-0.124858124999999	0.00291228040723785	0.00939959860792912	down
CCT3	-0.0918399999999999	0.0029163921215744	0.00941127352491107	down
GCNT2	-0.2485121875	0.0029198206509463	0.00942074020163772	down
LOC100132099	0.2923903125	0.00292214206630635	0.00942663219457775	up
RBM41	-0.1867903125	0.00292301865800881	0.00942786207725499	down
ZNF136	-0.1243971875	0.00292881366737655	0.00944495264845442	down
GPR75	0.1335484375	0.00293350197423716	0.00945846909633336	up
SLC26A4	-0.4569928125	0.00293931131394434	0.00947559489131143	down
MGC57346	-0.29247375	0.00294211365698527	0.00948296451433118	down
ADCYAP1	0.2607309375	0.00294259383290285	0.00948296451433118	up
CYP19A1	0.2040290625	0.00294931161426168	0.00950300456310185	up
TCEB3	0.0881940624999998	0.00295049450464088	0.00950520682241536	up
GFI1	0.1702515625	0.00295110073200994	0.00950555089394909	up
CTF1	-0.126144375	0.00295303088000776	0.00951015850070859	down
SUMF1	0.116931875	0.00296242068155976	0.00953878410288053	up
ICE1	-0.12799	0.00296488610470087	0.00954510778598979	down
YIF1B	0.108923125	0.002966593687011	0.00954898996192802	up
RNF121	-0.1252084375	0.00296788140409138	0.0095507354155239	down
MGAT2	0.1545959375	0.00296813954619996	0.0095507354155239	up
COL4A6	-0.129796875	0.00297254139826555	0.00956328269661735	down
STYK1	0.145470624999999	0.00297413759279956	0.00956680087945816	up
ADRM1	0.123216875	0.00297489304309997	0.00956761393871608	up
MEST	0.1670615625	0.00297774878135525	0.00957439208561197	up
ARID3B	0.1332878125	0.00297800668033536	0.00957439208561197	up
PTPRCAP	0.15765	0.00297890783916305	0.00957567182955418	up
WRNIP1	-0.111684375	0.00298248624990396	0.00958555568970315	down
RAET1E	0.1187209375	0.00298562185340939	0.00959401329325358	up
DEFA6	-0.117081875	0.00298946487371561	0.00960474087465043	down
NDOR1	0.1296828125	0.00299525653081997	0.00962172448119772	up
VCP	0.0850531250000004	0.00300022823791703	0.00963532169601896	up
POLE2	0.15854875	0.0030005018490151	0.00963532169601896	up
KLF8	-0.2173890625	0.00300419704744118	0.00964556045950539	down
MGAT4C	-0.2402090625	0.00300686273655748	0.00965172958403947	down
UBA52	0.0831031250000002	0.00300713268708843	0.00965172958403947	up
SRSF8	-0.1318096875	0.00300948306949814	0.00965764479206846	down
FAM98B	-0.211386875	0.00301079432419164	0.00966022393330065	down
UBE2Q2P1	-0.162754687499999	0.00301776843530379	0.00968096858741566	down
SMIM14	-0.146450625	0.00302068044046932	0.00968867725369947	down
STAM2	-0.153374375	0.00302612898882019	0.00970304054251069	down
METRNL	0.202559375	0.00302617814639539	0.00970304054251069	up
DDR1	-0.100423125	0.00303268437821248	0.00972226406779825	down
FNIP1	-0.160976250000001	0.00303487909522614	0.00972766147178159	down
CTSV	0.205929062500001	0.00303859502688607	0.00973793216816344	up
RAB11FIP4	0.14496	0.00304477613226496	0.00975496576670805	up
SYPL1	-0.177233125	0.00304493519781498	0.00975496576670805	down
WDR17	-0.223119375	0.00305433969503817	0.00978344789896691	down
ZNF354B	-0.170389375	0.00305488912410935	0.0097835612820416	down
ARHGAP23	-0.1539178125	0.00305985605646885	0.00979781970436938	down
BLID	-0.409326562500001	0.0030603948402535	0.00979789655080654	down
TBRG4	0.112640624999999	0.00306671803775756	0.00981648913767906	up
EBP	0.168304687499999	0.00306918700321493	0.00982274024418862	up
BRSK1	-0.117325	0.00307068430462463	0.00982573059283859	down
IFT22	-0.155683124999999	0.00307115385366452	0.00982573059283859	down
OR4S1	0.119881875	0.00307202805468611	0.00982687562434299	up
SLC2A10	-0.1551009375	0.00307354169104822	0.00983006536812651	down
TFAP2C	0.1393603125	0.00307527390166883	0.00983231243695471	up
SNAP25	-0.300616875	0.00307527746215475	0.00983231243695471	down
DHCR7	-0.1843015625	0.00307807271597781	0.00983959657427035	down
RNF216	-0.105184375	0.00308131283508767	0.00984830011590658	down
PPIC	-0.172620000000001	0.00308366391604667	0.00985415972365953	down
FXN	0.1039928125	0.00310032039761102	0.0099057240436009	up
ZNF493	-0.1915721875	0.00310166891475589	0.00990836932771884	down
COG1	-0.0996221875000004	0.00310919087536949	0.00993073165479232	down
MTA2	0.0979131250000002	0.00311163977067068	0.00993688586496225	up
SRXN1	0.1602453125	0.00311440104144351	0.00994403540040166	up
CLEC4C	0.1831371875	0.00311758578429701	0.00995253442343594	up
MED13	-0.165273125000002	0.00311859953332981	0.00995410110982162	down
BLK	0.1447525	0.00312832683426472	0.00998347495582837	up
MIRLET7F1	-0.339839999999999	0.00313229438240278	0.00999446085168014	down
SLC25A11	0.107121875	0.00313922908953157	0.0100149090280011	up
XPC	-0.145764687499999	0.00314345655379177	0.0100267150307221	down
CRADD	-0.115529375	0.00314615725215768	0.010033647952466	down
OCRL	-0.1493940625	0.00315256585210534	0.0100524017194037	down
RPAP2	-0.170225625	0.00315395976145996	0.0100551618324736	down
