gene_symbol	logFC	p_value	adj_p_value	direction
DMBX1	0.0602400000000001	0.123658083339933	0.229260111066524	up
CLRN3	-0.0614231250000001	0.123671813141331	0.229263233614391	down
ERCC1	0.0483093750000002	0.123685884257504	0.229266988222932	up
CCL17	0.0546750000000001	0.123804785935878	0.229465039508966	up
DNAJB7	-0.0750990624999999	0.123829403073543	0.229488318276412	down
CDC42	0.0689918750000004	0.123887506967692	0.229573646199599	up
TUBAL3	0.0635356250000001	0.124030471194646	0.229816195312276	up
MGAM	-0.14190375	0.124099524528803	0.229921760961424	down
POLE	-0.062380625	0.124214518114796	0.230112412232714	down
RECQL	-0.0801962500000002	0.12425900653057	0.2301724254303	down
LOC440742	0.0704815625000002	0.124344595805508	0.23030855313023	up
AMD1	-0.0817228124999996	0.12441535950493	0.230417197378352	down
KRTAP1-4	0.0647581249999998	0.124435862117957	0.230432746029487	up
IL1A	0.08291625	0.124498999660603	0.230527236165022	up
UBE2J2	0.0527050000000007	0.124511382339755	0.230527737361144	up
AIDA	-0.0514478125000004	0.124604614860248	0.23067791407792	down
XPNPEP2	0.0883531249999994	0.124745992974594	0.230906621547703	up
TRMT1L	-0.0672140624999992	0.124752418923713	0.230906621547703	down
EXOSC8	-0.0873787500000001	0.124821950434105	0.231012853229514	down
FAM193B	-0.0574099999999998	0.124869378024244	0.231078159643698	down
TCERG1L	0.0840315625000007	0.124939869944175	0.231186131114863	up
LRIG2	-0.0769074999999999	0.124962741927898	0.231205975222483	down
ASCC3	-0.0849603125000003	0.125150571507493	0.231530990231543	down
DNASE2	0.0977328125	0.125187535703812	0.231576865297954	up
HRASLS2	0.0682368749999997	0.125206971209759	0.23158953804315	up
TBX21	0.0760359375000001	0.12521872200925	0.23158953804315	up
KRTAP5-6	0.0715978125000004	0.125232005663491	0.231591601612245	up
OR51B4	-0.0691278124999999	0.12542894133151	0.231933259531976	down
CRYGA	0.0736925000000004	0.125574690703386	0.232180210623426	up
CHST1	0.0645271875000003	0.125597645725334	0.23220009626909	up
GALNT14	0.0800484375000005	0.125762993521326	0.232483202767229	up
TMEM109	-0.0544512499999996	0.125832718102907	0.23258950409368	down
MURC	0.103238125	0.125901343477984	0.232693753196395	up
LETMD1	-0.0619412500000005	0.126008398366367	0.232869001466847	down
MIR147A	-0.0678809374999998	0.126123325666875	0.23305876285608	down
DARS	-0.0664353125000001	0.126163239329781	0.23310988585222	down
CA11	-0.0581540624999997	0.126275073485949	0.23329387241876	down
C5orf47	0.04668125	0.126301651523733	0.233320327424169	up
ZNF557	-0.0680003124999999	0.126332463861346	0.2333545986678	down
WT1-AS	0.0749237500000005	0.126366034534286	0.233393957815726	up
CDH17	-0.0619659374999998	0.126496587053047	0.233612414261658	down
SNORD82	-0.1112665625	0.126515050251924	0.23362384315949	down
STYX	-0.0689831250000002	0.126541263226633	0.233649579258101	down
RAB17	-0.0724593749999998	0.126602068320252	0.233739176092671	down
NUDT13	-0.0840075	0.126737283360758	0.233966121649399	down
TRIM55	0.0583221874999999	0.126810962792664	0.234078732195507	up
FIG4	0.0648928124999997	0.126822880596862	0.234078732195507	up
EPHA5	-0.0619584374999997	0.126910444287395	0.234217636587026	down
TMIGD2	0.0657003124999999	0.12695552682648	0.234266134870321	up
KDELR3	-0.117187812500001	0.126963571605402	0.234266134870321	down
ILF2	0.0466040625000015	0.126973648259456	0.234266134870321	up
SMAD5-AS1	-0.0608215624999999	0.127070328738668	0.23441763535111	down
OR7E18P	-0.0556746875000001	0.127080395184824	0.23441763535111	down
KIF18B	0.0747978125	0.127106857561418	0.234443727102091	up
ZNF845	-0.0871818750000002	0.127137478467846	0.234477483302181	down
C17orf74	0.0687999999999998	0.127165417740773	0.234506287749262	up
OR2AK2	0.0664468750000001	0.127194340877901	0.23453690078755	up
MDGA2	0.0656359375	0.127301240655907	0.234711277090369	up
MED26	0.0522084374999999	0.127317444095652	0.23471841471063	up
C11orf84	-0.0612859375000001	0.12747441252204	0.23498503569317	down
OR1B1	0.069333125	0.12749346909763	0.234997404351655	up
VPS36	0.0509999999999998	0.127541696065868	0.235063532605951	up
SNX4	-0.0617659375000003	0.127571399003109	0.23509551096303	down
ATG2B	-0.0654249999999998	0.12765550017508	0.235227721447603	down
CT83	0.082285	0.127764828724674	0.235406387717011	up
CPNE8	0.0640040625000003	0.127854836081589	0.235549423593155	up
KISS1R	0.0751878124999999	0.128140991342461	0.236053763861891	up
GPR31	0.0662287500000001	0.128278355080656	0.236283938086724	up
TNNI2	0.0687487500000005	0.128689152220399	0.237014618547833	up
CNTD1	-0.0571259375000001	0.128699946550299	0.237014618547833	down
CCDC114	-0.0658140624999998	0.128728277785191	0.23704280700995	down
CLEC4G	0.139025	0.128740161617289	0.23704280700995	up
TBC1D27	0.0726121874999999	0.128778462982329	0.237090393300704	up
ZNF836	-0.0678471875000002	0.128840254066417	0.237181212462144	down
AP1M1	0.0652196875000001	0.128992560901169	0.237438627817404	up
NETO1	0.0669353125000001	0.129051289846327	0.237523759756807	up
MARK3	0.0422709375000002	0.129116554145616	0.237603831218474	up
ZBTB9	0.0740134374999995	0.129119761797545	0.237603831218474	up
SLC25A34	0.0640184374999996	0.129143089698068	0.237623784437676	up
GFER	-0.0712621875	0.129336264277044	0.237956222134845	down
TM9SF2	0.0664718750000006	0.129353608067056	0.237965128778299	up
MCM3AP-AS1	-0.0683256249999999	0.129448552202588	0.23811677723706	down
LINC01561	0.0747946874999994	0.129513061279401	0.23819116661626	up
ENTPD1	0.0968450000000005	0.129514022135852	0.23819116661626	up
HDGF	0.0471781249999996	0.12966888994478	0.238452945151593	up
UBTF	-0.0584365624999999	0.129765714690993	0.238586390426209	down
KCNV2	0.0594999999999995	0.129766527278522	0.238586390426209	up
MIR217	-0.0476921875000002	0.129815532380398	0.238653436472144	down
NDUFA9	0.0577328124999994	0.129935148038961	0.238850267783035	up
RBKS	0.0464921875000003	0.129972032215976	0.238894996539513	up
NPHP4	0.0492818750000001	0.13005271774641	0.239020217928487	up
SSX3	-0.0481065624999999	0.130120966177547	0.239122559549798	down
FATE1	0.0796912499999999	0.130198367814811	0.239241700581125	up
LOC100132319	0.0730859374999997	0.130281132930752	0.239370673141327	up
GBA2	0.0591728125000003	0.130379063052584	0.239527481378362	up
PRSS48	-0.0632087499999999	0.130424627209756	0.239582273394978	down
OR2AG2	0.0635031250000001	0.13043406278142	0.239582273394978	up
METTL8	-0.0602081249999999	0.130516737738385	0.23970273984707	down
CEACAM3	0.0588699999999999	0.130524835589504	0.23970273984707	up
PPAT	0.07433625	0.130596215333314	0.239810686583595	up
ZNF813	-0.0748753125	0.130783774518491	0.240122695392691	down
SHROOM4	0.0681812500000009	0.130796446287817	0.240122695392691	up
PATZ1	0.0543756250000002	0.130803977608964	0.240122695392691	up
C10orf62	-0.0738687500000001	0.130831641266991	0.240137148218818	down
BCAR3	-0.0629790624999998	0.130841785878079	0.240137148218818	down
SPINK5	-0.0764003124999998	0.130849701265032	0.240137148218818	down
ADRB1	0.0651293750000002	0.130898037750458	0.240202694996573	up
CHCHD3	0.0510056249999995	0.130937769083818	0.240250406997928	up
FAM27E5	0.0706781250000002	0.13094928399078	0.240250406997928	up
PCDHA5	0.0793496874999998	0.130964069738813	0.240254374876031	up
ANKRD34C	-0.0602212499999998	0.131283621020221	0.240811118826007	down
IGFL1	0.0763837499999997	0.131292858722087	0.240811118826007	up
SHPRH	-0.0747240625000003	0.131325262773881	0.2408473430695	down
DDIT4L	0.0924384374999986	0.131420648744349	0.240999056513267	up
PRRC2B	-0.0637568750000004	0.131515325010399	0.241149439395273	down
SAYSD1	-0.0544378124999999	0.131534576729444	0.241161506491814	down
LZTS1-AS1	-0.0690587500000006	0.131699359531067	0.241431377455121	down
CES2	-0.0671253125000001	0.131707139815926	0.241431377455121	down
MLST8	0.0555584375	0.131747377826049	0.24147587532027	up
DYNLRB1	-0.0466109374999992	0.131756789008617	0.24147587532027	down
PLD1	-0.0750796874999999	0.131782170471919	0.24149913832005	down
ABCC2	0.0669156249999998	0.131841487377663	0.241584579691831	up
MAGEL2	-0.0867421875000002	0.131891959439669	0.24165379900031	down
TCF3	0.054816562500001	0.131908495223723	0.241660832572251	up
ST6GALNAC3	0.0532403125000003	0.131942824298728	0.241700459564744	up
ANAPC13	-0.0782887499999989	0.132034780689242	0.241845633804095	down
CEND1	0.0831896875000001	0.132071877901243	0.241890305243876	up
GJC3	-0.0681649999999998	0.132178562584331	0.242062405625668	down
ATG2A	0.0615603125000004	0.132195209688097	0.242069600345734	up
CYP2B6	0.0749187499999995	0.132228863687841	0.242107932907232	up
POU6F2	-0.0702909375000005	0.132303885143951	0.242221993646096	down
SLC26A7	0.0619178124999998	0.132347853818355	0.242279186469631	up
TMEM229A	0.140708125	0.132489780637027	0.242515675597666	up
ADAT3	0.0648406249999997	0.132520028052371	0.242547715541954	up
XPNPEP3	0.047430625	0.132532792225045	0.242547753309546	up
MB21D2	0.086444999999999	0.13256147441105	0.242576919764015	up
SMC4	-0.0876884374999994	0.132654512516889	0.242723835486825	down
LOC100129648	-0.0777653125000002	0.132677998153918	0.242733182024666	down
RGS21	-0.054138125	0.13268512718881	0.242733182024666	down
EXOG	-0.0809728124999998	0.13278821677397	0.24289842670437	down
MCC	0.0722625000000003	0.132813843284167	0.24292195648929	up
FAM109A	0.0538503125	0.132850287191034	0.242965265312478	up
TRRAP	0.0600484374999999	0.132888709669394	0.243012184006301	up
DNAJA3	-0.0540590625	0.133014521273414	0.243218885906128	down
TSNARE1	-0.0534174999999997	0.133043655677028	0.243248789481352	down
TRIO	-0.0731687499999994	0.133064534334818	0.24326359446687	down
GPR179	0.066675	0.133089717186349	0.243286264618496	up
EWSR1	-0.0477571874999995	0.133174704565255	0.243418241812205	down
RNVU1-15	0.11439125	0.133224643102342	0.243486137139127	up
KCTD21-AS1	-0.0739709375000002	0.133256079049723	0.243512787380662	down
PIF1	0.0642993749999999	0.133264813395522	0.243512787380662	up
PLEKHG7	0.0621587499999999	0.133353451556384	0.243651362529774	up
MIR24-2	0.179873125	0.133387031796936	0.243689323880887	up
MAP10	0.0572362500000005	0.133538296219891	0.243942258561589	up
COMMD5	0.0533456250000001	0.133556531307459	0.243952155506225	up
CHL1	0.0640506249999992	0.133621275296131	0.244046994790449	up
AMER3	0.0651196875	0.133721154160327	0.244205980342881	up
TFAP2D	0.0576393749999997	0.133740271119331	0.244217459485199	up
PNPLA8	-0.0859187500000007	0.133763714414835	0.244236835807517	down
GPR157	0.0847521874999999	0.133799768801915	0.244279232576196	up
MRPS5	0.0438840625000005	0.13395381646388	0.244537021749187	up
NSUN2	0.041611562499999	0.13401967970611	0.244633793406194	up
GALT	-0.0645312500000002	0.134056017300339	0.244676656816011	down
ANXA13	-0.0583521875000001	0.134077918407341	0.244693165312774	down
RAI14	-0.0943003125000003	0.134111150555378	0.24472900080473	down
TULP1	0.0612871875000001	0.134123270498299	0.24472900080473	up
ALB	-0.038945625	0.134153658106602	0.244747868364739	down
ZFP57	0.1265234375	0.134159329094169	0.244747868364739	up
HS1BP3	-0.0544418750000007	0.134262624517111	0.244912836154319	down
OR4C15	0.047708125	0.134313464140979	0.244982095160063	up
ODF3L2	-0.0633093750000001	0.134378171870734	0.245076633309284	down
BMP1	0.0500375000000003	0.134417561128474	0.245106787450089	up
TSSC4	-0.0546440624999995	0.134420461693061	0.245106787450089	down
CALR3	-0.0539862499999996	0.134441801375955	0.245122215306883	down
ZNF219	-0.0699218749999999	0.13452264097871	0.245246113577375	down
C12orf56	0.0507724999999997	0.1345787938424	0.245324986419155	up
TAS2R60	0.0806421875000002	0.134636900807676	0.245382531664461	up
OR4F15	-0.0597071874999999	0.134645354480567	0.245382531664461	down
NFKBIZ	0.149363125000001	0.134652066699105	0.245382531664461	up
LRWD1	0.0535012500000003	0.134661931552319	0.245382531664461	up
UBE2U	-0.0452537500000001	0.134688055532151	0.245406639952462	down
PLAG1	0.0765809374999996	0.134735470409903	0.245469532718644	up
KLHL3	-0.0892787500000002	0.13486450297786	0.245681095441961	down
CHST5	-0.0842068749999997	0.134884350037954	0.245693734737523	down
ZNF833P	-0.0563534374999999	0.134917068130295	0.245729814136259	down
LOC642316	0.0600471874999998	0.13493660606336	0.245741883379956	up
LOC100130428	-0.1476528125	0.134989510248132	0.245814709964858	down
SLC7A2	0.167000000000001	0.135166769716201	0.246113950828323	up
EME2	0.0668193749999999	0.135356759123739	0.246436311115567	up
KHNYN	0.0527687500000002	0.135394895881366	0.246482166744146	up
PHF21A	-0.057466875	0.135450982064962	0.246560686844148	down
MIR375	0.100743437500001	0.135588714664032	0.246769549140769	up
ZWILCH	0.0760631249999998	0.13559165370221	0.246769549140769	up
CHD3	-0.0490553124999999	0.135697837336356	0.246939185201535	down
COL12A1	-0.14025	0.135751284726064	0.247012830037397	down
HCN2	0.0853943750000002	0.135770253624312	0.247023729780281	up
MEIOB	-0.048140625	0.135818213789729	0.247087369820293	down
SOWAHD	0.0903171874999997	0.135864019179497	0.247147077993249	up
GJA10	-0.0702090624999997	0.135945533872519	0.247271726509524	down
DGKQ	0.0512684375000002	0.135966343267779	0.247285944712436	up
IGLON5	-0.11989	0.136018648353209	0.247357436853299	down
SPRNP1	0.0650393750000013	0.136059471363224	0.247408036539242	up
FBXO28	-0.0474668750000007	0.136084406043185	0.247429738270915	down
C2orf76	-0.0843165624999996	0.136183827895153	0.247586856082571	down
FBXO43	0.0515578124999997	0.136380918805409	0.24792149260968	up
UROC1	0.0614603125000003	0.136446673750545	0.24801733755077	up
NPM2	-0.0762721874999999	0.136459961483297	0.248017804326929	down
PBK	0.09327125	0.13658027192289	0.248212767641398	up
SNORA27	-0.1005775	0.136608621191833	0.248240584986075	down
SLC25A28	0.0498696874999996	0.136679023654442	0.248329507459808	up
RAB11A	0.049073125000001	0.136684537105964	0.248329507459808	up
CCDC97	0.0451862500000005	0.13669669782254	0.248329507459808	up
SACM1L	-0.0876887499999996	0.136888519563329	0.248654246311209	down
KRTAP5-8	0.0546990625	0.136924645238561	0.248696132534167	up
NEPRO	-0.0503640624999995	0.136943816129436	0.248707218739653	down
UBAP1	0.0424556249999996	0.137118103245531	0.248978371902235	up
SLC19A3	-0.1051359375	0.137119281998593	0.248978371902235	down
METTL17	0.0429796874999995	0.137208945422829	0.24911741469357	up
ZNF732	-0.0553906249999997	0.13723421581865	0.249139529728763	down
TMEM17	-0.07514375	0.137263058055045	0.249168124364489	down
TIGD6	0.0565015625000004	0.137429532659013	0.249446528237555	up
TRIM22	0.1021840625	0.137462848117072	0.249483206657025	up
IMP3	-0.0413790624999999	0.137523889911678	0.249570194192312	down
LRIF1	0.10176875	0.137610838211621	0.249704174247478	up
SNORA6	0.0708759375000002	0.137668716998439	0.249783768135276	up
COG2	-0.0582421874999998	0.137680949482855	0.249783768135276	down
ZC2HC1C	-0.0510253124999998	0.137764723399251	0.24991193103869	down
THOC1	0.0743243750000004	0.137871118550953	0.25008110162778	up
CDC42EP5	-0.0569687499999999	0.137887174937499	0.250086392279915	down
PFKP	-0.0837962499999996	0.137977056329455	0.250225565804527	down
TMEM171	0.0598887500000005	0.138029763029168	0.25029730180394	up
NAPSA	0.0786396875000004	0.138074531803075	0.250354631209671	up
MIR127	-0.0596753124999998	0.138101694037154	0.25038002882541	down
CAMKK1	0.0648509375000003	0.138142614552103	0.250417306669435	up
CETN1	-0.0514528124999995	0.138148569328486	0.250417306669435	down
KRT38	-0.078950625	0.138193574155341	0.25047503065409	down
LTK	0.0874962499999997	0.13831438365949	0.250670126089419	up
PITX3	0.0712715625000004	0.138344542890464	0.250700912580615	up
ATP4B	-0.0590590625	0.138361858683731	0.25070842120406	down
RNF216P1	-0.0717618749999997	0.138378513124166	0.25071473015633	down
ALDH1L2	-0.0717059374999988	0.138405004101465	0.250738858087111	down
FOSB	0.367896562500001	0.138569531671397	0.251013029056981	up
KIAA1614	-0.0527371875000002	0.138846605975191	0.251491002238848	down
DCHS2	0.0525871875000002	0.138872027483268	0.251513112483493	up
HOXC8	0.0791471875	0.138893145266745	0.251527424725211	up
ATP6V1E1	-0.0445559374999994	0.138951628409688	0.251609394303263	down
LINC01260	-0.0653396874999996	0.138966807670659	0.251612942389236	down
RABEPK	-0.0512928125	0.138985994011561	0.251623744318658	down
PVRIG	0.0776278125000006	0.139113787622587	0.251831150829437	up
NEIL1	0.0552181250000002	0.139165455029662	0.251900723307614	up
RAG2	-0.0505424999999997	0.139273325249629	0.252072004514663	down
KIAA1210	-0.0762371874999997	0.139351579852713	0.252189656683149	down
TMC4	0.0704096875	0.1393703840595	0.252199707150072	up
NUFIP1	-0.0548812500000002	0.139385535181153	0.252203145841134	down
OR5K1	-0.0477818750000001	0.139414879888393	0.252232263204923	down
CTDSP2	-0.0534278124999994	0.139588611545465	0.25252257803867	down
RPL13AP6	-0.0602099999999997	0.139615367297264	0.252546976408367	down
TGS1	-0.0644137499999994	0.139668315449289	0.252598848715437	down
ALG13	0.0673678124999996	0.13967058707935	0.252598848715437	up
TMEM75	0.0582099999999998	0.139745442288771	0.252710214069565	up
CACNA1H	-0.0765356250000001	0.139933750953503	0.25302670358142	down
SPA17	-0.0745578125000005	0.14000181946971	0.25312573667398	down
PDZD7	0.0556609374999996	0.140042179862466	0.253174658940189	up
ZDHHC14	-0.109868125000001	0.140137569168967	0.253323046252536	down
FAM103A1	0.0744128124999994	0.140231991677059	0.253469657890738	up
ITPRIPL2	-0.0633306249999997	0.140246895006289	0.253472524228915	down
SNW1	-0.0434150000000004	0.14031980778995	0.253580222338218	down
LOC440700	0.0608609374999998	0.140359773967448	0.253628365890291	up
HSPE1	-0.0724118750000005	0.140467357679802	0.253798672747262	down
WISP1	-0.0767021874999998	0.140501419619027	0.253836119564209	down
E2F2	0.0744825	0.140690838639488	0.254154207652371	up
CDCP2	0.0556203125	0.140736326359746	0.254212252026672	up
HDAC4	-0.05024875	0.140780163195098	0.254267303671694	down
UTS2	0.1366421875	0.14089103476273	0.254443406835472	up
MRPS22	-0.0439462499999997	0.140912532218433	0.254458085931065	down
ATOH7	0.0543203125000001	0.140941108150223	0.254485543252367	up
U2AF1L4	0.0542221875000003	0.140956701387517	0.254489555825138	up
KCNQ3	0.0754424999999995	0.1410188923813	0.254577689338261	up
ERI1	0.0788556250000002	0.141103331947886	0.254705967086886	up
CALCR	0.1069640625	0.141161436742811	0.254771359342065	up
TYW5	-0.0747418750000002	0.141167446002624	0.254771359342065	down
SMIM19	-0.0718609374999999	0.141179715598211	0.254771359342065	down
TMEM169	0.0644624999999997	0.141209801522434	0.254794543416697	up
ATP8B5P	-0.05205625	0.141219336862436	0.254794543416697	down
NCR3	0.0661643749999995	0.141235629011488	0.254795187706086	up
ENDOV	-0.0540915624999997	0.141246468002255	0.254795187706086	down
SSPO	0.0500259375000005	0.141268204293416	0.254810247566014	up
TOR2A	0.0723365625000004	0.14137618327684	0.254963284618909	up
ZNF442	-0.0874578124999999	0.141379840585718	0.254963284618909	down
TAC3	0.0573490624999998	0.141428804489538	0.255027421681609	up
FLT4	0.0700290624999999	0.141473984733181	0.255084724462546	up
CCDC34	0.0555006249999999	0.141500758315519	0.25510883139332	up
GNG7	0.0428003124999999	0.141641366473156	0.255326159502256	up
GDPD2	-0.0599756250000004	0.141651174029164	0.255326159502256	down
WDTC1	0.04726375	0.141661548066192	0.255326159502256	up
COL23A1	0.0594453125000007	0.141740779776114	0.255444774309135	up
RBCK1	0.042933125	0.141778883846577	0.255483897958649	up
PNLIPRP2	-0.0492949999999999	0.141803169666304	0.255483897958649	down
PAPPA-AS1	-0.1071903125	0.141809460553957	0.255483897958649	down
TEKT3	-0.0495518750000002	0.141816181470768	0.255483897958649	down
ANO8	0.0735040624999997	0.141864224509913	0.255546260183341	up
MRPL47	-0.0606409375000005	0.141887075683516	0.255563235685091	down
MCM3	-0.0551509374999994	0.142095930374894	0.255907058160603	down
IL24	0.0775468749999997	0.142104854605128	0.255907058160603	up
STX5	0.0514674999999998	0.14211887008052	0.255908084601942	up
ADGRG5	0.0631237499999991	0.142220972590992	0.256067710843284	up
PRND	0.0987334374999998	0.142234613607721	0.256068047748368	up
H1FNT	0.079216875	0.142262085109837	0.256093281556373	up
PTRH2	0.0521718750000005	0.142292786320199	0.256124324005329	up
RING1	-0.0627206250000001	0.142480743231068	0.256438391103254	down
UCKL1	0.0439034375	0.142510318763371	0.256467369234422	up
MUC6	0.0692637500000001	0.142548587318472	0.256511984724636	up
SAMD14	-0.0525950000000001	0.142615680216957	0.256608455432912	down
ZCCHC9	-0.0631612499999997	0.142651078504674	0.25664788516679	down
C12orf40	-0.0684003124999997	0.142743757528426	0.256790353217253	down
SLF1	0.0865053124999994	0.142765442453607	0.256805090843918	up
CTDSP1	-0.0482312500000007	0.142789789548593	0.256824613917819	down
RCOR2	-0.0574999999999998	0.142875275008671	0.256954087615991	down
SART3	-0.0479249999999997	0.142949181386468	0.257062714411247	down
LOC100128310	0.0800365624999998	0.14298029097953	0.257094367332394	up
GPR3	0.0757740624999999	0.142999585771318	0.257104771961599	up
MT1G	0.1731309375	0.143053084843788	0.257176666084048	up
CNR1	0.0653024999999998	0.143087217930872	0.257197259876888	up
C7orf62	0.0703687499999996	0.143091566481184	0.257197259876888	up
MADCAM1	0.0673153125000002	0.143128558528748	0.257239457457758	up
PPP1R11	0.0605737499999993	0.143228498023962	0.257394769416492	up
SYMPK	0.0531434374999999	0.143309396937585	0.257515837605084	up
C8orf49	0.0532253125000003	0.14344808891737	0.257740722775824	up
PLEKHF1	-0.0540649999999992	0.143475944708765	0.257766439082682	down
PLXNA2	-0.106519374999999	0.143526701844478	0.257831282923854	down
FERMT1	-0.0712675000000002	0.143539130660493	0.257831282923854	down
EIF5	-0.0634253124999996	0.14377366870242	0.258228200095608	down
LINC01296	0.0833859374999999	0.143806491281421	0.2582627805774	up
TCEANC2	0.0554759375000001	0.143902791560669	0.258411343690369	up
CCKBR	0.0600353125000001	0.143951729809217	0.258474837118757	up
PDLIM4	-0.0568681249999999	0.143968236464779	0.258480090994636	down
SLC25A6	0.0546706249999987	0.14399528012202	0.258504260192643	up
NEK5	-0.0578243750000002	0.144218139440327	0.258879925301118	down
RALBP1	-0.0498596874999998	0.144436145804772	0.259233872355218	down
GSTM4	-0.0794828125	0.144449214529332	0.259233872355218	down
SMG8	-0.062998125	0.144456178752663	0.259233872355218	down
PMCH	-0.0457128125	0.144496454422612	0.259281702368773	down
DPT	-0.142811875	0.14455516240007	0.259362594830367	down
OR6A2	0.0637553124999998	0.144580666558813	0.259383902970486	up
RCC1L	-0.0518606250000002	0.144601095898712	0.259396103509914	down
PHEX	0.0913518749999996	0.144621734306244	0.259408676755324	up
CFLAR	0.0649887499999995	0.144660328090189	0.259453451238275	up
NEK8	0.0492787499999995	0.144961597406281	0.259957254185837	up
EXOC3	-0.0449612499999998	0.144968543893683	0.259957254185837	down
POP7	-0.0620393750000001	0.14506761091652	0.26011039459012	down
GAL3ST1	-0.05092875	0.145245580850804	0.260404968004272	down
CMTR2	0.0681924999999997	0.145264702997597	0.260414720933717	up
IDI1	-0.0853068749999999	0.145418595787954	0.260666051387468	down
IFRD2	0.0596946875000008	0.145452054075112	0.260701473322499	up
BTNL9	0.0653250000000004	0.145554542984029	0.260860604201038	up
APOBEC4	-0.0532471874999999	0.145724080024817	0.261139856427112	down
RPP40	0.0797125	0.14580351708447	0.261257610682426	up
CTCFL	-0.0325228124999999	0.145820816518617	0.261264012124526	down
THBS4	0.0729440625000004	0.145945755101748	0.261463248950637	up
LRIT3	0.0567112500000003	0.145966313873184	0.261475468418665	up
ZNF763	0.0730378124999995	0.146089020897928	0.261670650738778	up
UQCRFS1	0.0650334374999997	0.146243006558064	0.261921816488156	up
VWA5B2	0.0847959374999993	0.146314597095194	0.262025378858941	up
PRRC1	-0.0568775000000004	0.146354684407971	0.262072509957373	down
MSX1	-0.0581912499999998	0.146456763749376	0.262230628828022	down
SLC39A13	-0.0616824999999995	0.146482661409881	0.262252327590469	down
OR2AG1	0.0542659374999995	0.146594169234542	0.26242727831462	up
JMJD6	-0.0487537500000001	0.146635021062999	0.262475722363591	down
PRPH	-0.0659893749999994	0.146691213169888	0.262551613716614	down
LOC100129581	0.0721200000000001	0.146807784543978	0.262735548963379	up
ETFB	0.0601712499999997	0.146925502389909	0.262921501221054	up
SARS2	0.0448199999999999	0.146944126131018	0.262930107422363	up
NME5	-0.0706065625	0.14697415459378	0.262943765599934	down
PATE1	-0.0670243750000001	0.146991150236884	0.262943765599934	down
CST1	0.1296421875	0.146993204748768	0.262943765599934	up
FAM124A	-0.0600778124999998	0.147064784294574	0.26304708575121	down
DDX19A	-0.0493962499999997	0.147282952513014	0.263412557336985	down
CACTIN-AS1	-0.0630168749999999	0.147360329545103	0.263508703886811	down
DGAT2	0.0813162500000005	0.147364400996754	0.263508703886811	up
POU4F3	0.0679009374999998	0.147422409508135	0.263587667465321	up
SRC	0.0713740625000002	0.147438411531722	0.263591516690144	up
SNORA70D	-0.0782362499999996	0.147472665196129	0.263627992549819	down
ADK	-0.0630465625	0.147490716128346	0.263635499630992	down
SLC6A11	0.0456665625000002	0.147569340766949	0.263751268928289	up
MRI1	-0.0500681249999998	0.147635479147444	0.263823964372509	down
SP2	-0.065618125	0.147637736800903	0.263823964372509	down
WTAP	0.0391115624999998	0.147994028214391	0.264435818532154	up
AATK-AS1	0.0630675000000001	0.148036138808689	0.26448623204222	up
CTHRC1	-0.0528396874999997	0.148217207752775	0.264784880341521	down
PCSK9	0.0611568750000005	0.148306560339344	0.264919639881627	up
COMMD10	0.0678678124999997	0.148439583790856	0.26513237596578	up
SLC35A1	-0.0939375	0.148514557333374	0.265217223734183	down
FAF2	-0.0380687499999997	0.148525523304227	0.265217223734183	down
DUSP7	-0.0578518749999998	0.148528891282649	0.265217223734183	down
PYROXD1	-0.0974384375	0.148667837509392	0.265440426952745	down
FAM208A	-0.0470843749999995	0.148711537156882	0.265492574849089	down
AKIP1	0.0519531249999996	0.148732017463438	0.265492574849089	up
VPS13D	-0.0660353125000003	0.148738891694207	0.265492574849089	down
MIR153-1	0.045725	0.148829884231976	0.265630081262866	up
MAP4K4	0.0569856250000004	0.148870767644315	0.265678136012588	up
EPHB1	0.0526184374999997	0.148890406914418	0.265688272529731	up
CDR2L	-0.0606162499999999	0.149022985942891	0.265899924200904	down
ZNF720	-0.0681784375000008	0.149083517453582	0.265982994721974	down
NPRL2	-0.0447978124999996	0.149232396929979	0.266204630320502	down
ZNF394	-0.0553646874999995	0.14923571720274	0.266204630320502	down
CYP4A11	0.0697603125000003	0.149250703482364	0.26620641358634	up
C1orf194	-0.0580134375000003	0.149434030033973	0.266508423316773	down
C22orf34	0.0844690625000007	0.149516088829188	0.266614420855984	up
MCL1	0.0758312499999998	0.149521479967256	0.266614420855984	up
NUP43	-0.0821712499999995	0.149695160491076	0.266884826777493	down
TKTL2	0.0716462500000001	0.149701172210188	0.266884826777493	up
SNORD114-6	-0.132775625	0.149747055857222	0.266941623501967	down
CA8	0.0703262499999998	0.14981725307952	0.267041747318084	up
UVSSA	0.0523321875000004	0.149845489028152	0.26706706551857	up
ZBTB39	0.0409818749999996	0.149900286566803	0.267139714815165	up
ZNF335	0.053536875	0.150076352707092	0.267423334299109	up
HSD3BP4	0.0866199999999993	0.150087535174858	0.267423334299109	up
TNNI3	0.0573831250000004	0.150217189825696	0.267629296447859	up
KLHL2	0.0587265624999999	0.15036248207455	0.267863077623073	up
TMEM151B	0.0671878125	0.150421727149261	0.267943540742339	up
FGGY	0.063390625	0.150461066922559	0.267968852042437	up
AKAP13	0.0416940625000009	0.150464095086299	0.267968852042437	up
TRIM65	0.04834	0.150634352836503	0.268246972074959	up
